2-gram,Frequency,Cluster
"('party', 'allow')",100,0
"('economic', 'development')",100,0
"('public', 'private')",100,0
"('measures', 'party')",98,0
"('monetary', 'policy')",98,0
"('natural', 'gas')",98,0
"('per', 'cent')",610,1
"('young', 'people')",363,1
"('party', 'increase')",349,1
"('per', 'year')",342,1
"('party', 'continue')",302,1
"('social', 'security')",295,1
"('billion', 'tl')",282,1
"('minimum', 'wage')",268,1
"('party', 'also')",255,1
"('income', 'tax')",249,1
"('four', 'years')",247,1
"('five', 'years')",245,1
"('party', 'provide')",239,1
"('first', 'time')",239,1
"('billion', 'euros')",234,1
"('every', 'year')",232,1
"('party', 'ensure')",230,1
"('billion', 'dollars')",206,1
"('party', 'party')",198,1
"('higher', 'education')",197,1
"('two', 'years')",190,1
"('public', 'sector')",189,1
"('party', 'make')",183,1
"('within', 'scope')",181,1
"('three', 'years')",180,1
"('million', 'people')",176,1
"('increased', 'number')",172,1
"('million', 'tl')",167,1
"('private', 'sector')",165,1
"('years', 'party')",163,1
"('health', 'care')",163,1
"('new', 'jobs')",162,1
"('party', 'increased')",150,1
"('tax', 'rate')",143,1
"('1', 'billion')",140,1
"('euros', 'per')",131,1
"('percent', '2002')",124,1
"('small', 'businesses')",121,1
"('federal', 'government')",121,1
"('government', 'party')",119,1
"('disabled', 'people')",116,1
"('1', 'million')",115,1
"('per', 'month')",114,1
"('recent', 'years')",114,1
"('billion', 'year')",112,1
"('per', 'week')",111,1
"('party', 'support')",109,1
"('real', 'terms')",109,1
"('economic', 'growth')",108,1
"('last', 'year')",108,1
"('party', 'introduce')",106,1
"('next', 'parliament')",106,1
"('increase', 'number')",105,1
"('5', 'years')",105,1
"('labour', 'party')",105,1
"('national', 'income')",104,1
"('ten', 'years')",104,1
"('public', 'services')",104,1
"('party', 'create')",101,1
"('interest', 'rates')",101,1
"('party', 'give')",100,1
"('health', 'insurance')",99,1
"('50', 'percent')",99,1
"('mental', 'health')",99,1
"('year', 'party')",98,1
"('european', 'union')",98,1
"('tax', 'rates')",97,1
"('people', 'party')",95,1
"('million', 'euros')",95,1
"('northern', 'ireland')",95,1
"('party', 'receive')",94,1
"('party', 'reduce')",94,1
"('2', 'billion')",94,1
"('drinking', 'water')",94,1
"('natural', 'gas')",93,1
"('united', 'states')",93,1
"('years', 'ago')",92,1
"('party', 'take')",91,1
"('2002', 'increased')",91,1
"('per', 'capita')",89,1
"('labour', 'government')",88,1
"('local', 'authorities')",87,1
"('usd', 'billion')",86,1
"('small', 'mediumsized')",86,1
"('one', 'million')",85,1
"('party', 'able')",83,1
"('within', 'framework')",82,1
"('20', 'years')",82,1
"('party', 'provided')",79,1
"('thousand', 'people')",79,1
"('party', 'help')",79,1
"('national', 'insurance')",79,1
"('party', 'establish')",78,1
"('climate', 'change')",76,1
"('armed', 'forces')",74,1
"('party', 'reach')",74,1
"('health', 'service')",74,1
"('social', 'assistance')",72,1
"('labor', 'force')",72,1
"('party', 'bring')",72,1
"('party', 'continue')",736,2
"('party', 'ensure')",714,2
"('party', 'increase')",466,2
"('party', 'established')",451,2
"('private', 'sector')",434,2
"('party', 'also')",389,2
"('party', 'support')",382,2
"('party', 'make')",374,2
"('party', 'party')",351,2
"('party', 'ensured')",330,2
"('party', 'establish')",324,2
"('within', 'framework')",319,2
"('rural', 'areas')",302,2
"('quality', 'life')",289,2
"('higher', 'education')",286,2
"('party', 'increased')",280,2
"('party', 'create')",279,2
"('party', 'made')",273,2
"('european', 'union')",273,2
"('public', 'sector')",270,2
"('research', 'development')",262,2
"('party', 'develop')",261,2
"('economic', 'growth')",257,2
"('party', 'strengthen')",255,2
"('economic', 'social')",252,2
"('civil', 'society')",252,2
"('local', 'authorities')",249,2
"('renewable', 'energy')",246,2
"('party', 'encouraged')",243,2
"('system', 'party')",237,2
"('party', 'provide')",236,2
"('young', 'people')",236,2
"('small', 'mediumsized')",236,2
"('sustainable', 'development')",235,2
"('local', 'governments')",231,2
"('party', 'developed')",230,2
"('local', 'government')",229,2
"('economic', 'development')",226,2
"('climate', 'change')",221,2
"('new', 'technologies')",219,2
"('party', 'encourage')",216,2
"('sector', 'party')",208,2
"('added', 'value')",204,2
"('regional', 'development')",202,2
"('party', 'work')",200,2
"('public', 'transport')",199,2
"('party', 'implement')",198,2
"('public', 'services')",198,2
"('public', 'administration')",196,2
"('northern', 'ireland')",190,2
"('taking', 'account')",189,2
"('want', 'strengthen')",185,2
"('rural', 'development')",179,2
"('environmentally', 'friendly')",178,2
"('energy', 'efficiency')",178,2
"('party', 'improve')",174,2
"('mediumsized', 'enterprises')",174,2
"('science', 'technology')",173,2
"('foreign', 'policy')",171,2
"('party', 'provided')",168,2
"('social', 'security')",167,2
"('party', 'take')",166,2
"('human', 'resources')",164,2
"('party', 'expand')",163,2
"('party', 'given')",163,2
"('must', 'also')",159,2
"('federal', 'government')",158,2
"('services', 'party')",155,2
"('natural', 'gas')",154,2
"('new', 'jobs')",151,2
"('information', 'society')",150,2
"('cultural', 'heritage')",149,2
"('long', 'term')",148,2
"('human', 'rights')",148,2
"('energy', 'sources')",147,2
"('natural', 'resources')",147,2
"('renewable', 'energies')",147,2
"('create', 'new')",146,2
"('environmental', 'protection')",146,2
"('policies', 'party')",145,2
"('agricultural', 'products')",144,2
"('party', 'improved')",141,2
"('high', 'quality')",139,2
"('framework', 'conditions')",138,2
"('climate', 'protection')",137,2
"('armed', 'forces')",136,2
"('raw', 'materials')",135,2
"('resources', 'party')",134,2
"('party', 'supported')",134,2
"('high', 'valueadded')",133,2
"('projects', 'party')",132,2
"('policy', 'party')",132,2
"('public', 'private')",132,2
"('labor', 'market')",131,2
"('areas', 'party')",129,2
"('public', 'institutions')",129,2
"('water', 'resources')",129,2
"('within', 'scope')",128,2
"('also', 'want')",128,2
"('coming', 'period')",127,2
"('young', 'people')",1337,3
"('health', 'care')",826,3
"('party', 'ensure')",663,3
"('party', 'continue')",460,3
"('people', 'disabilities')",438,3
"('party', 'provide')",363,3
"('health', 'services')",350,3
"('education', 'party')",326,3
"('social', 'security')",323,3
"('higher', 'education')",323,3
"('mental', 'health')",323,3
"('party', 'also')",321,3
"('party', 'make')",307,3
"('education', 'system')",267,3
"('vocational', 'training')",253,3
"('disabled', 'people')",240,3
"('party', 'increase')",238,3
"('health', 'insurance')",236,3
"('education', 'training')",226,3
"('must', 'also')",222,3
"('children', 'young')",220,3
"('party', 'support')",212,3
"('party', 'establish')",209,3
"('services', 'party')",208,3
"('party', 'provided')",207,3
"('party', 'work')",205,3
"('care', 'services')",196,3
"('equal', 'opportunities')",193,3
"('secondary', 'education')",191,3
"('every', 'child')",191,3
"('local', 'authorities')",185,3
"('labor', 'market')",183,3
"('continuing', 'education')",172,3
"('party', 'create')",168,3
"('daycare', 'centers')",168,3
"('schools', 'party')",161,3
"('working', 'conditions')",157,3
"('need', 'care')",153,3
"('free', 'charge')",152,3
"('rural', 'areas')",152,3
"('party', 'improve')",150,3
"('party', 'party')",148,3
"('party', 'expand')",148,3
"('party', 'give')",147,3
"('people', 'party')",144,3
"('party', 'encourage')",144,3
"('system', 'party')",143,3
"('care', 'system')",141,3
"('federal', 'government')",141,3
"('party', 'made')",140,3
"('party', 'ensured')",140,3
"('party', 'established')",139,3
"('social', 'services')",136,3
"('medical', 'care')",136,3
"('private', 'sector')",135,3
"('want', 'strengthen')",134,3
"('people', 'need')",133,3
"('older', 'people')",133,3
"('also', 'want')",133,3
"('party', 'take')",131,3
"('party', 'develop')",130,3
"('old', 'age')",129,3
"('vocational', 'education')",129,3
"('longterm', 'care')",129,3
"('public', 'services')",125,3
"('party', 'help')",124,3
"('women', 'men')",123,3
"('lifelong', 'learning')",121,3
"('make', 'sure')",118,3
"('quality', 'education')",117,3
"('children', 'party')",116,3
"('high', 'school')",115,3
"('social', 'life')",114,3
"('educational', 'institutions')",114,3
"('public', 'health')",113,3
"('public', 'sector')",113,3
"('party', 'implement')",112,3
"('working', 'life')",110,3
"('public', 'private')",107,3
"('make', 'easier')",107,3
"('working', 'hours')",106,3
"('early', 'childhood')",105,3
"('care', 'party')",104,3
"('within', 'framework')",104,3
"('free', 'democrats')",102,3
"('preschool', 'education')",101,3
"('party', 'introduce')",100,3
"('health', 'service')",100,3
"('men', 'women')",99,3
"('party', 'strengthen')",98,3
"('want', 'make')",97,3
"('quality', 'life')",96,3
"('children', 'need')",96,3
"('state', 'local')",96,3
"('social', 'care')",94,3
"('increase', 'number')",93,3
"('life', 'party')",92,3
"('improve', 'quality')",92,3
"('health', 'education')",91,3
"('high', 'schools')",91,3
"('human', 'rights')",703,4
"('party', 'party')",611,4
"('foreign', 'policy')",597,4
"('party', 'continue')",585,4
"('european', 'union')",403,4
"('united', 'states')",396,4
"('rule', 'law')",340,4
"('party', 'ensure')",289,4
"('middle', 'east')",270,4
"('civil', 'society')",239,4
"('united', 'nations')",236,4
"('rights', 'freedoms')",223,4
"('northern', 'ireland')",221,4
"('fundamental', 'rights')",213,4
"('party', 'work')",205,4
"('party', 'make')",193,4
"('within', 'framework')",185,4
"('armed', 'forces')",184,4
"('social', 'security')",154,4
"('economic', 'social')",133,4
"('republic', 'party')",133,4
"('peace', 'security')",131,4
"('international', 'law')",129,4
"('policy', 'party')",127,4
"('turkish', 'nation')",126,4
"('country', 'party')",123,4
"('social', 'justice')",123,4
"('government', 'party')",123,4
"('party', 'also')",122,4
"('federal', 'government')",121,4
"('21st', 'century')",120,4
"('nationalist', 'movement')",118,4
"('party', 'support')",117,4
"('civil', 'rights')",117,4
"('party', 'take')",116,4
"('political', 'economic')",115,4
"('american', 'people')",113,4
"('quality', 'life')",109,4
"('basic', 'law')",109,4
"('national', 'security')",108,4
"('want', 'strengthen')",108,4
"('people', 'party')",107,4
"('young', 'people')",105,4
"('men', 'women')",104,4
"('movement', 'party')",104,4
"('free', 'democrats')",103,4
"('member', 'states')",102,4
"('new', 'constitution')",101,4
"('around', 'world')",100,4
"('public', 'services')",98,4
"('equal', 'rights')",98,4
"('market', 'economy')",98,4
"('peace', 'stability')",97,4
"('puerto', 'rico')",96,4
"('future', 'generations')",95,4
"('public', 'administration')",95,4
"('party', 'must')",95,4
"('party', 'believes')",94,4
"('world', 'party')",94,4
"('security', 'policy')",94,4
"('social', 'economic')",92,4
"('equal', 'opportunities')",92,4
"('economic', 'development')",92,4
"('party', 'become')",92,4
"('national', 'interests')",90,4
"('must', 'also')",88,4
"('administration', 'party')",86,4
"('human', 'dignity')",85,4
"('cdu', 'csu')",84,4
"('continue', 'support')",83,4
"('rights', 'party')",82,4
"('party', 'problem')",79,4
"('cultural', 'heritage')",79,4
"('party', 'established')",78,4
"('party', 'government')",78,4
"('must', 'continue')",78,4
"('party', 'always')",77,4
"('party', 'strengthen')",76,4
"('every', 'citizen')",74,4
"('economic', 'growth')",74,4
"('climate', 'change')",73,4
"('free', 'trade')",72,4
"('make', 'party')",71,4
"('citizens', 'party')",70,4
"('party', 'ensured')",70,4
"('social', 'market')",70,4
"('political', 'social')",69,4
"('international', 'community')",69,4
"('sustainable', 'development')",68,4
"('law', 'party')",67,4
"('relations', 'party')",67,4
"('national', 'unity')",67,4
"('women', 'men')",66,4
"('party', 'able')",66,4
"('international', 'cooperation')",66,4
"('democracy', 'party')",66,4
"('future', 'party')",66,4
"('policy', 'must')",66,4
"('party', 'committed')",65,4
"('welfare', 'state')",65,4
"('young', 'people')",291,5
"('health', 'care')",220,5
"('social', 'security')",198,5
"('recent', 'years')",189,5
"('many', 'people')",152,5
"('federal', 'government')",149,5
"('united', 'states')",142,5
"('party', 'party')",137,5
"('european', 'union')",134,5
"('public', 'sector')",121,5
"('labor', 'market')",111,5
"('climate', 'change')",108,5
"('party', 'continue')",106,5
"('government', 'party')",101,5
"('public', 'services')",100,5
"('economic', 'growth')",97,5
"('interest', 'rates')",96,5
"('economic', 'crisis')",96,5
"('armed', 'forces')",96,5
"('private', 'sector')",91,5
"('four', 'years')",88,5
"('american', 'people')",87,5
"('foreign', 'policy')",83,5
"('party', 'also')",83,5
"('men', 'women')",81,5
"('per', 'cent')",81,5
"('years', 'ago')",79,5
"('people', 'party')",75,5
"('human', 'rights')",74,5
"('labour', 'party')",74,5
"('health', 'insurance')",73,5
"('millions', 'people')",72,5
"('hundreds', 'thousands')",70,5
"('labour', 'government')",68,5
"('education', 'system')",67,5
"('old', 'age')",67,5
"('older', 'people')",67,5
"('every', 'year')",63,5
"('economic', 'social')",62,5
"('small', 'mediumsized')",62,5
"('small', 'businesses')",62,5
"('middle', 'east')",61,5
"('middle', 'class')",61,5
"('northern', 'ireland')",61,5
"('many', 'years')",60,5
"('three', 'years')",59,5
"('plaid', 'cymru')",59,5
"('party', 'make')",58,5
"('million', 'people')",58,5
"('trade', 'unions')",56,5
"('health', 'service')",56,5
"('welfare', 'state')",56,5
"('long', 'term')",55,5
"('party', 'take')",54,5
"('rural', 'areas')",54,5
"('working', 'conditions')",52,5
"('health', 'services')",52,5
"('five', 'years')",52,5
"('around', 'world')",52,5
"('mental', 'health')",52,5
"('conservative', 'government')",52,5
"('public', 'administration')",51,5
"('must', 'also')",51,5
"('economic', 'policy')",50,5
"('eight', 'years')",49,5
"('european', 'countries')",49,5
"('health', 'system')",49,5
"('tax', 'system')",49,5
"('party', 'become')",48,5
"('national', 'security')",48,5
"('two', 'years')",48,5
"('higher', 'education')",48,5
"('people', 'disabilities')",48,5
"('quality', 'life')",48,5
"('every', 'day')",47,5
"('one', 'hand')",47,5
"('first', 'time')",47,5
"('public', 'health')",47,5
"('real', 'estate')",47,5
"('die', 'linke')",47,5
"('soviet', 'union')",47,5
"('current', 'administration')",47,5
"('political', 'system')",45,5
"('greek', 'people')",45,5
"('state', 'local')",45,5
"('ukip', 'party')",45,5
"('party', 'work')",44,5
"('party', 'ensure')",44,5
"('even', 'though')",44,5
"('federal', 'state')",44,5
"('party', 'put')",43,5
"('public', 'debt')",43,5
"('billion', 'euros')",43,5
"('millions', 'americans')",43,5
"('local', 'governments')",42,5
"('political', 'economic')",42,5
"('prime', 'minister')",42,5
"('working', 'hours')",42,5
"('local', 'authorities')",42,5
"('new', 'jobs')",42,5
"('human', 'rights')",740,6
"('united', 'states')",436,6
"('party', 'party')",405,6
"('party', 'continue')",387,6
"('party', 'ensure')",344,6
"('nuclear', 'weapons')",329,6
"('european', 'union')",323,6
"('rule', 'law')",319,6
"('foreign', 'policy')",307,6
"('party', 'also')",239,6
"('party', 'work')",236,6
"('party', 'make')",219,6
"('federal', 'government')",219,6
"('law', 'enforcement')",217,6
"('united', 'nations')",216,6
"('fundamental', 'rights')",208,6
"('put', 'end')",206,6
"('die', 'linke')",203,6
"('civil', 'society')",194,6
"('must', 'also')",192,6
"('armed', 'forces')",191,6
"('party', 'put')",182,6
"('government', 'party')",182,6
"('political', 'parties')",181,6
"('party', 'made')",179,6
"('northern', 'ireland')",175,6
"('party', 'take')",169,6
"('international', 'law')",168,6
"('within', 'framework')",167,6
"('national', 'security')",166,6
"('party', 'allow')",161,6
"('young', 'people')",160,6
"('party', 'end')",155,6
"('republic', 'party')",141,6
"('data', 'protection')",141,6
"('soviet', 'union')",141,6
"('basic', 'law')",139,6
"('party', 'must')",136,6
"('member', 'states')",134,6
"('party', 'prevent')",128,6
"('party', 'established')",127,6
"('administration', 'party')",127,6
"('civil', 'rights')",127,6
"('party', 'prevented')",125,6
"('free', 'democrats')",125,6
"('health', 'care')",117,6
"('social', 'security')",117,6
"('public', 'administration')",117,6
"('rights', 'freedoms')",116,6
"('public', 'officials')",116,6
"('nuclear', 'power')",116,6
"('party', 'establish')",116,6
"('system', 'party')",115,6
"('middle', 'east')",115,6
"('law', 'party')",111,6
"('public', 'services')",110,6
"('arms', 'control')",109,6
"('party', 'problem')",108,6
"('criminal', 'law')",105,6
"('fight', 'terrorism')",105,6
"('democrats', 'party')",105,6
"('people', 'party')",103,6
"('party', 'ensured')",103,6
"('american', 'people')",103,6
"('citizens', 'party')",102,6
"('federal', 'state')",100,6
"('economic', 'social')",99,6
"('party', 'abolished')",99,6
"('party', 'support')",99,6
"('party', 'fight')",98,6
"('pirate', 'party')",97,6
"('uk', 'government')",97,6
"('party', 'eliminated')",96,6
"('security', 'council')",95,6
"('climate', 'change')",95,6
"('party', 'seek')",94,6
"('party', 'abolish')",93,6
"('party', 'introduce')",93,6
"('president', 'party')",93,6
"('policy', 'party')",92,6
"('party', 'strengthen')",91,6
"('arms', 'exports')",88,6
"('rights', 'party')",87,6
"('public', 'sector')",87,6
"('state', 'party')",86,6
"('party', 'remove')",85,6
"('mps', 'party')",85,6
"('organized', 'crime')",84,6
"('political', 'system')",83,6
"('separation', 'powers')",82,6
"('justice', 'system')",81,6
"('violence', 'women')",81,6
"('party', 'never')",80,6
"('criminal', 'justice')",80,6
"('party', 'able')",79,6
"('trade', 'unions')",79,6
"('animal', 'welfare')",79,6
"('party', 'taken')",77,6
"('collective', 'bargaining')",77,6
"('must', 'remain')",77,6
