2-gram,Frequency,Cluster
"('people', 'need')",115,3
"('system', 'party')",115,3
"('party', 'help')",113,3
"('private', 'sector')",111,3
"('social', 'services')",111,3
"('vocational', 'education')",109,3
"('party', 'established')",108,3
"('party', 'ensured')",108,3
"('children', 'party')",108,3
"('party', 'implement')",107,3
"('quality', 'education')",106,3
"('lifelong', 'learning')",103,3
"('federal', 'government')",102,3
"('early', 'childhood')",101,3
"('women', 'men')",99,3
"('social', 'life')",98,3
"('high', 'school')",97,3
"('want', 'strengthen')",96,3
"('within', 'framework')",95,3
"('preschool', 'education')",95,3
"('make', 'sure')",95,3
"('also', 'want')",95,3
"('children', 'need')",94,3
"('education', 'children')",93,3
"('educational', 'institutions')",92,3
"('older', 'people')",92,3
"('high', 'schools')",87,3
"('party', 'introduce')",86,3
"('old', 'age')",86,3
"('medical', 'care')",86,3
"('public', 'sector')",85,3
"('care', 'system')",84,3
"('social', 'support')",83,3
"('public', 'private')",83,3
"('educational', 'opportunities')",82,3
"('make', 'easier')",82,3
"('teacher', 'training')",82,3
"('life', 'party')",81,3
"('health', 'education')",81,3
"('care', 'party')",79,3
"('longterm', 'care')",79,3
"('working', 'life')",78,3
"('local', 'governments')",78,3
"('improve', 'quality')",77,3
"('centers', 'party')",77,3
"('working', 'hours')",77,3
"('secondary', 'school')",77,3
"('women', 'party')",76,3
"('party', 'strengthen')",76,3
"('financial', 'support')",76,3
"('support', 'children')",76,3
"('european', 'union')",389,4
"('party', 'ensure')",347,4
"('party', 'continue')",286,4
"('human', 'rights')",252,4
"('party', 'established')",251,4
"('within', 'framework')",228,4
"('party', 'party')",226,4
"('foreign', 'policy')",210,4
"('local', 'government')",208,4
"('party', 'also')",208,4
"('party', 'establish')",203,4
"('climate', 'change')",179,4
"('local', 'authorities')",179,4
"('party', 'ensured')",178,4
"('federal', 'government')",178,4
"('northern', 'ireland')",177,4
"('party', 'made')",176,4
"('civil', 'society')",171,4
"('member', 'states')",165,4
"('party', 'work')",160,4
"('armed', 'forces')",157,4
"('must', 'also')",151,4
"('party', 'make')",147,4
"('system', 'party')",142,4
"('public', 'administration')",141,4
"('public', 'sector')",131,4
"('united', 'nations')",129,4
"('higher', 'education')",128,4
"('local', 'governments')",126,4
"('taking', 'account')",125,4
"('rural', 'areas')",119,4
"('government', 'party')",117,4
"('want', 'strengthen')",114,4
"('water', 'resources')",113,4
"('health', 'care')",110,4
"('party', 'take')",109,4
"('public', 'services')",108,4
"('party', 'develop')",106,4
"('party', 'create')",105,4
"('european', 'parliament')",103,4
"('social', 'security')",100,4
"('party', 'strengthen')",100,4
"('party', 'support')",98,4
"('private', 'sector')",98,4
"('rule', 'law')",98,4
"('economic', 'social')",95,4
"('cultural', 'heritage')",94,4
"('regional', 'development')",94,4
"('renewable', 'energy')",93,4
"('sustainable', 'development')",91,4
"('party', 'implement')",89,4
"('policy', 'party')",89,4
"('climate', 'protection')",88,4
"('also', 'want')",88,4
"('rural', 'development')",87,4
"('security', 'policy')",87,4
"('federal', 'state')",87,4
"('environmental', 'protection')",86,4
"('take', 'account')",85,4
"('european', 'level')",85,4
"('party', 'developed')",84,4
"('action', 'plan')",84,4
"('information', 'system')",82,4
"('animal', 'welfare')",82,4
"('services', 'party')",80,4
"('political', 'parties')",76,4
"('party', 'provide')",76,4
"('black', 'sea')",74,4
"('party', 'give')",74,4
"('public', 'institutions')",73,4
"('institutional', 'framework')",73,4
"('natural', 'resources')",72,4
"('agricultural', 'products')",71,4
"('energy', 'sources')",71,4
"('agricultural', 'policy')",71,4
"('party', 'given')",70,4
"('order', 'ensure')",69,4
"('trade', 'unions')",69,4
"('public', 'procurement')",69,4
"('free', 'democrats')",69,4
"('party', 'prepare')",68,4
"('nature', 'conservation')",68,4
"('republic', 'party')",68,4
"('national', 'assembly')",67,4
"('data', 'protection')",67,4
"('party', 'encouraged')",66,4
"('research', 'development')",66,4
"('party', 'set')",66,4
"('long', 'term')",66,4
"('mps', 'party')",66,4
"('uk', 'government')",66,4
"('party', 'taken')",65,4
"('public', 'transport')",65,4
"('party', 'introduce')",64,4
"('party', 'seek')",63,4
"('united', 'states')",63,4
"('resources', 'party')",62,4
"('snp', 'mps')",62,4
"('protected', 'areas')",61,4
"('within', 'scope')",61,4
"('young', 'people')",267,5
"('health', 'care')",195,5
"('social', 'security')",194,5
"('recent', 'years')",169,5
"('many', 'people')",142,5
"('party', 'party')",130,5
"('european', 'union')",130,5
"('federal', 'government')",124,5
"('public', 'sector')",123,5
"('united', 'states')",114,5
"('party', 'continue')",99,5
"('climate', 'change')",95,5
"('armed', 'forces')",94,5
"('labor', 'market')",92,5
"('interest', 'rates')",90,5
"('economic', 'crisis')",90,5
"('government', 'party')",88,5
"('public', 'services')",87,5
"('party', 'also')",87,5
"('per', 'cent')",84,5
"('private', 'sector')",83,5
"('labour', 'party')",82,5
"('four', 'years')",77,5
"('foreign', 'policy')",76,5
"('men', 'women')",76,5
"('american', 'people')",75,5
"('human', 'rights')",74,5
"('economic', 'growth')",73,5
"('years', 'ago')",71,5
"('people', 'party')",69,5
"('hundreds', 'thousands')",68,5
"('millions', 'people')",67,5
"('health', 'insurance')",67,5
"('every', 'year')",64,5
"('mental', 'health')",63,5
"('education', 'system')",62,5
"('three', 'years')",62,5
"('labour', 'government')",61,5
"('million', 'people')",60,5
"('economic', 'social')",59,5
"('old', 'age')",59,5
"('public', 'administration')",58,5
"('many', 'years')",58,5
"('northern', 'ireland')",58,5
"('middle', 'east')",57,5
"('older', 'people')",57,5
"('small', 'businesses')",56,5
"('plaid', 'cymru')",56,5
"('two', 'years')",55,5
"('health', 'services')",53,5
"('people', 'disabilities')",53,5
"('small', 'mediumsized')",52,5
"('trade', 'unions')",51,5
"('rural', 'areas')",51,5
"('party', 'make')",50,5
"('health', 'service')",50,5
"('party', 'take')",50,5
"('billion', 'euros')",49,5
"('party', 'work')",48,5
"('working', 'conditions')",47,5
"('party', 'ensure')",47,5
"('political', 'system')",47,5
"('five', 'years')",47,5
"('party', 'put')",46,5
"('long', 'term')",46,5
"('every', 'day')",46,5
"('greek', 'people')",46,5
"('health', 'system')",46,5
"('middle', 'class')",46,5
"('real', 'estate')",46,5
"('ukip', 'party')",46,5
"('eight', 'years')",45,5
"('around', 'world')",45,5
"('state', 'local')",45,5
"('european', 'countries')",44,5
"('higher', 'education')",44,5
"('current', 'administration')",44,5
"('one', 'hand')",43,5
"('public', 'debt')",43,5
"('welfare', 'state')",43,5
"('public', 'health')",43,5
"('local', 'authorities')",43,5
"('soviet', 'union')",43,5
"('economic', 'policy')",42,5
"('party', 'become')",42,5
"('social', 'care')",42,5
"('uk', 'government')",42,5
"('must', 'also')",41,5
"('quality', 'life')",41,5
"('german', 'government')",41,5
"('die', 'linke')",41,5
"('conservative', 'government')",41,5
"('local', 'governments')",40,5
"('first', 'time')",40,5
"('national', 'security')",40,5
"('political', 'economic')",39,5
"('income', 'tax')",39,5
"('even', 'though')",39,5
"('federal', 'state')",39,5
"('minimum', 'wage')",38,5
"('human', 'rights')",598,6
"('party', 'continue')",495,6
"('party', 'party')",435,6
"('foreign', 'policy')",406,6
"('party', 'ensure')",391,6
"('rule', 'law')",307,6
"('united', 'states')",298,6
"('civil', 'society')",232,6
"('rights', 'freedoms')",219,6
"('middle', 'east')",204,6
"('european', 'union')",204,6
"('health', 'care')",204,6
"('fundamental', 'rights')",201,6
"('party', 'make')",192,6
"('party', 'work')",191,6
"('social', 'security')",189,6
"('northern', 'ireland')",169,6
"('within', 'framework')",154,6
"('united', 'nations')",154,6
"('public', 'services')",140,6
"('public', 'administration')",127,6
"('armed', 'forces')",126,6
"('party', 'support')",121,6
"('basic', 'law')",121,6
"('party', 'ensured')",121,6
"('civil', 'rights')",118,6
"('party', 'also')",117,6
"('quality', 'life')",115,6
"('free', 'democrats')",115,6
"('policy', 'party')",112,6
"('peace', 'security')",110,6
"('economic', 'social')",110,6
"('equal', 'opportunities')",110,6
"('party', 'established')",105,6
"('social', 'justice')",105,6
"('government', 'party')",104,6
"('nationalist', 'movement')",104,6
"('must', 'also')",104,6
"('equal', 'rights')",103,6
"('turkish', 'nation')",103,6
"('party', 'take')",101,6
"('men', 'women')",101,6
"('country', 'party')",100,6
"('international', 'law')",100,6
"('federal', 'government')",100,6
"('party', 'made')",95,6
"('young', 'people')",94,6
"('republic', 'party')",92,6
"('movement', 'party')",92,6
"('puerto', 'rico')",92,6
"('sustainable', 'development')",91,6
"('party', 'believes')",90,6
"('people', 'party')",88,6
"('future', 'generations')",88,6
"('peace', 'stability')",88,6
"('administration', 'party')",87,6
"('public', 'sector')",84,6
"('national', 'security')",84,6
"('cdu', 'csu')",84,6
"('system', 'party')",82,6
"('american', 'people')",82,6
"('want', 'strengthen')",81,6
"('human', 'dignity')",80,6
"('rights', 'party')",80,6
"('market', 'economy')",79,6
"('every', 'citizen')",78,6
"('party', 'provide')",77,6
"('women', 'men')",77,6
"('people', 'disabilities')",77,6
"('citizens', 'party')",76,6
"('economic', 'development')",76,6
"('national', 'interests')",76,6
"('social', 'economic')",75,6
"('party', 'establish')",74,6
"('continue', 'support')",74,6
"('law', 'enforcement')",73,6
"('new', 'constitution')",72,6
"('around', 'world')",71,6
"('must', 'continue')",70,6
"('local', 'government')",69,6
"('must', 'remain')",68,6
"('party', 'always')",67,6
"('political', 'economic')",67,6
"('party', 'create')",66,6
"('party', 'strengthen')",66,6
"('data', 'protection')",66,6
"('sexual', 'orientation')",65,6
"('law', 'party')",64,6
"('party', 'protect')",64,6
"('environmental', 'protection')",64,6
"('private', 'sector')",64,6
"('party', 'must')",64,6
"('natural', 'resources')",63,6
"('working', 'conditions')",62,6
"('health', 'services')",62,6
"('public', 'service')",62,6
"('world', 'party')",62,6
"('high', 'quality')",61,6
"('social', 'life')",60,6
"('party', 'government')",60,6
"('social', 'security')",509,7
"('party', 'also')",391,7
"('party', 'ensure')",385,7
"('party', 'make')",327,7
"('private', 'sector')",314,7
"('party', 'continue')",303,7
"('public', 'sector')",280,7
"('income', 'tax')",267,7
"('health', 'care')",239,7
"('federal', 'government')",237,7
"('government', 'party')",230,7
"('labor', 'market')",217,7
"('small', 'mediumsized')",203,7
"('tax', 'system')",199,7
"('minimum', 'wage')",198,7
"('party', 'party')",194,7
"('party', 'reduce')",193,7
"('climate', 'change')",192,7
"('system', 'party')",191,7
"('economic', 'growth')",190,7
"('public', 'services')",187,7
"('party', 'support')",185,7
"('interest', 'rates')",176,7
"('party', 'work')",175,7
"('party', 'increase')",173,7
"('local', 'authorities')",171,7
"('must', 'also')",166,7
"('party', 'provide')",163,7
"('labour', 'party')",162,7
"('free', 'democrats')",162,7
"('party', 'ensured')",161,7
"('small', 'businesses')",158,7
"('party', 'made')",156,7
"('long', 'term')",154,7
"('local', 'government')",146,7
"('mediumsized', 'enterprises')",145,7
"('public', 'transport')",144,7
"('party', 'introduce')",141,7
"('working', 'hours')",139,7
"('climate', 'protection')",134,7
"('health', 'insurance')",133,7
"('party', 'create')",129,7
"('sector', 'party')",127,7
"('party', 'take')",127,7
"('within', 'framework')",124,7
"('policy', 'party')",123,7
"('party', 'give')",123,7
"('new', 'jobs')",123,7
"('party', 'put')",121,7
"('tax', 'evasion')",120,7
"('economic', 'social')",119,7
"('party', 'established')",117,7
"('tax', 'rates')",117,7
"('market', 'economy')",117,7
"('european', 'union')",117,7
"('old', 'age')",117,7
"('united', 'states')",117,7
"('democrats', 'want')",117,7
"('young', 'people')",116,7
"('party', 'establish')",115,7
"('policies', 'party')",114,7
"('economic', 'policy')",114,7
"('party', 'reduced')",113,7
"('tax', 'reform')",113,7
"('party', 'eliminated')",112,7
"('party', 'encourage')",112,7
"('renewable', 'energy')",111,7
"('party', 'help')",111,7
"('put', 'end')",110,7
"('party', 'prevented')",109,7
"('tax', 'burden')",108,7
"('want', 'make')",108,7
"('die', 'linke')",108,7
"('energy', 'efficiency')",104,7
"('working', 'conditions')",103,7
"('recent', 'years')",103,7
"('rural', 'areas')",102,7
"('economic', 'development')",102,7
"('raw', 'materials')",101,7
"('also', 'want')",101,7
"('trade', 'unions')",100,7
"('developing', 'countries')",100,7
"('party', 'implement')",99,7
"('welfare', 'state')",99,7
"('social', 'assistance')",98,7
"('economy', 'party')",97,7
"('measures', 'party')",97,7
"('real', 'estate')",97,7
"('party', 'improve')",96,7
"('party', 'end')",96,7
"('services', 'party')",95,7
"('party', 'taken')",95,7
"('labour', 'government')",95,7
"('party', 'able')",94,7
"('party', 'provided')",92,7
"('party', 'use')",92,7
"('quality', 'life')",92,7
"('northern', 'ireland')",92,7
"('party', 'develop')",91,7
"('monetary', 'policy')",91,7
