1-gram,Frequency,Cluster
made,353,2
small,351,2
reduce,349,2
party,4112,3
federal,1604,3
must,1506,3
support,1316,3
government,1214,3
health,1207,3
people,1203,3
care,1137,3
american,1011,3
public,946,3
new,917,3
work,857,3
tax,844,3
americans,828,3
programs,808,3
education,804,3
states,797,3
rights,791,3
democrats,762,3
national,752,3
also,714,3
children,705,3
families,682,3
make,680,3
state,677,3
law,634,3
want,633,3
need,624,3
ensure,623,3
right,616,3
system,610,3
workers,606,3
security,567,3
economic,561,3
believe,547,3
including,520,3
jobs,519,3
women,515,3
provide,505,3
president,505,3
private,498,3
administration,494,3
social,486,3
act,479,3
housing,470,3
local,469,3
economy,466,3
efforts,464,3
protect,454,3
use,453,3
every,452,3
communities,451,3
energy,447,3
services,446,3
world,445,3
citizens,444,3
access,438,3
help,437,3
continue,424,3
family,423,3
congress,420,3
many,417,3
policy,413,3
schools,409,3
country,404,3
time,389,3
development,383,3
years,375,3
republican,375,3
republicans,374,3
free,373,3
nations,372,3
life,366,3
resources,358,3
needs,356,3
laws,349,3
program,348,3
create,345,3
future,341,3
policies,340,3
without,326,3
one,326,3
increase,325,3
school,320,3
united,319,3
would,317,3
benefits,315,3
service,312,3
reform,308,3
protection,307,3
insurance,306,3
better,304,3
military,302,3
community,302,3
students,301,3
small,300,3
child,299,3
home,299,3
first,298,3
nation,298,3
party,5753,4
must,1611,4
european,1480,4
policy,1388,4
world,1086,4
international,1065,4
new,1045,4
europe,1007,4
security,1004,4
states,974,4
economic,924,4
also,880,4
peace,838,4
eu,837,4
support,832,4
want,828,4
united,802,4
rights,777,4
people,753,4
country,727,4
government,721,4
national,701,4
countries,695,4
foreign,683,4
nations,679,4
development,678,4
political,671,4
union,635,4
continue,599,4
state,567,4
social,550,4
cooperation,543,4
democratic,541,4
human,537,4
nuclear,506,4
global,503,4
trade,487,4
future,475,4
law,466,4
democracy,458,4
military,452,4
work,441,4
free,437,4
german,423,4
interests,420,4
freedom,419,4
years,414,4
relations,405,4
us,394,4
american,393,4
committed,382,4
important,381,4
east,377,4
strong,358,4
one,357,4
region,346,4
economy,345,4
citizens,336,4
society,335,4
forces,333,4
common,333,4
system,330,4
power,330,4
federal,330,4
strengthen,329,4
policies,323,4
president,321,4
crisis,318,4
administration,315,4
efforts,313,4
war,313,4
make,313,4
time,311,4
end,309,4
nation,303,4
weapons,303,4
based,295,4
would,291,4
nato,291,4
within,288,4
process,279,4
role,277,4
without,276,4
first,276,4
ensure,274,4
therefore,271,4
middle,268,4
community,267,4
cultural,266,4
right,266,4
together,263,4
stability,263,4
protection,262,4
arms,262,4
need,258,4
become,255,4
made,252,4
change,249,4
order,248,4
climate,248,4
party,9230,5
social,2895,5
development,2736,5
public,2689,5
must,2276,5
new,2177,5
education,2078,5
services,1865,5
support,1767,5
system,1692,5
policy,1688,5
ensure,1655,5
also,1641,5
health,1609,5
want,1604,5
state,1522,5
economic,1441,5
national,1425,5
people,1401,5
order,1387,5
sector,1259,5
energy,1228,5
protection,1212,5
use,1181,5
local,1177,5
rights,1144,5
security,1141,5
citizens,1130,5
law,1123,5
country,1110,5
quality,1090,5
areas,1089,5
european,1052,5
care,1028,5
international,1018,5
resources,1015,5
society,1012,5
increase,994,5
government,989,5
cultural,983,5
work,960,5
economy,932,5
production,928,5
research,910,5
institutions,909,5
training,900,5
cooperation,892,5
necessary,872,5
framework,866,5
management,832,5
needs,811,5
financial,805,5
make,803,5
employment,802,5
information,795,5
infrastructure,794,5
market,792,5
measures,788,5
effective,784,5
conditions,784,5
private,781,5
policies,780,5
provide,777,5
participation,762,5
well,755,5
environment,754,5
important,747,5
level,726,5
life,725,5
strengthen,718,5
high,717,5
tax,716,5
within,707,5
environmental,702,5
countries,699,5
implementation,698,5
human,691,5
political,684,5
need,684,5
based,683,5
regional,678,5
create,668,5
tourism,668,5
promote,664,5
way,661,5
service,654,5
investment,647,5
foreign,643,5
time,637,5
culture,625,5
federal,604,5
control,595,5
opportunities,594,5
develop,592,5
companies,591,5
legal,587,5
agricultural,585,5
creation,585,5
strengthening,583,5
improve,583,5
party,24021,6
ensure,1800,6
public,1670,6
support,1237,6
education,1195,6
increase,1156,6
social,1015,6
health,983,6
system,939,6
services,934,6
make,885,6
new,881,6
development,850,6
provide,808,6
production,756,6
citizens,728,6
sector,693,6
use,667,6
people,659,6
work,658,6
local,657,6
establish,656,6
rights,623,6
national,574,6
continue,572,6
made,563,6
resources,561,6
areas,560,6
tax,555,6
security,550,6
law,546,6
employment,541,6
established,521,6
institutions,521,6
develop,508,6
country,504,6
international,501,6
energy,491,6
necessary,488,6
end,487,6
order,485,6
state,485,6
also,476,6
transportation,474,6
effective,472,6
women,466,6
improve,466,6
economic,466,6
within,460,6
activities,459,6
centers,457,6
infrastructure,455,6
implement,455,6
financial,451,6
create,450,6
agricultural,449,6
policies,448,6
legal,447,6
private,443,6
prevent,438,6
quality,423,6
projects,415,6
high,412,6
free,406,6
training,402,6
strengthen,401,6
reduce,400,6
information,395,6
programs,395,6
management,391,6
encourage,391,6
policy,386,6
sports,384,6
investments,380,6
provided,378,6
products,378,6
investment,377,6
government,374,6
based,371,6
service,367,6
take,364,6
labor,354,6
insurance,353,6
political,351,6
workers,350,6
ensured,344,6
conditions,342,6
life,341,6
measures,339,6
family,336,6
domestic,334,6
expand,329,6
students,326,6
schools,326,6
increased,325,6
cooperation,325,6
research,324,6
needs,323,6
especially,322,6
foreign,321,6
party,4762,7
must,637,7
new,635,7
government,608,7
tax,491,7
people,473,7
want,445,7
also,445,7
policy,438,7
eu,361,7
law,333,7
support,330,7
country,321,7
public,311,7
work,306,7
years,304,7
state,299,7
europe,279,7
national,272,7
social,266,7
european,264,7
system,263,7
economic,262,7
would,254,7
continue,249,7
end,247,7
federal,244,7
future,239,7
make,233,7
billion,231,7
education,229,7
us,229,7
security,227,7
one,218,7
britain,217,7
world,213,7
time,213,7
rights,212,7
first,206,7
labour,202,7
uk,202,7
economy,201,7
president,197,7
wales,196,7
change,192,7
health,187,7
citizens,187,7
political,184,7
trade,182,7
german,179,7
without,172,7
development,171,7
administration,171,7
need,170,7
many,170,7
every,168,7
year,167,7
made,166,7
foreign,165,7
reform,160,7
parliament,160,7
million,159,7
international,159,7
free,157,7
right,154,7
power,154,7
union,153,7
jobs,152,7
companies,152,7
greek,150,7
energy,149,7
way,147,7
nuclear,146,7
strong,144,7
investment,144,7
services,142,7
take,142,7
today,141,7
increase,141,7
american,141,7
even,140,7
private,138,7
british,138,7
democratic,137,7
children,137,7
policies,136,7
needs,136,7
market,136,7
already,135,7
1,134,7
service,134,7
act,134,7
income,133,7
use,132,7
countries,132,7
industry,131,7
become,131,7
ensure,129,7
since,127,7
unemployment,125,7
party,3839,8
people,2317,8
want,1821,8
must,1347,8
government,1050,8
new,970,8
country,947,8
work,907,8
need,768,8
many,762,8
make,759,8
us,749,8
also,745,8
years,711,8
world,698,8
social,686,8
time,678,8
future,674,8
one,643,8
economy,609,8
children,589,8
every,584,8
tax,584,8
society,580,8
better,573,8
way,546,8
economic,511,8
good,510,8
education,497,8
policy,497,8
change,492,8
right,486,8
state,482,8
public,482,8
system,476,8
jobs,474,8
american,466,8
life,457,8
britain,433,8
without,415,8
security,414,8
free,405,8
together,403,8
families,402,8
citizens,398,8
even,387,8
would,378,8
rights,378,8
support,377,8
believe,375,8
health,367,8
care,359,8
today,356,8
everyone,352,8
power,347,8
freedom,344,8
labour,344,8
live,343,8
americans,343,8
back,342,8
women,341,8
young,341,8
first,341,8
working,337,8
take,335,8
made,330,8
law,323,8
needs,321,8
crisis,318,8
national,318,8
still,315,8
know,313,8
money,312,8
best,311,8
strong,309,8
democrats,307,8
get,306,8
much,299,8
nation,299,8
political,296,8
end,296,8
growth,291,8
europe,290,8
responsibility,289,8
put,287,8
democracy,285,8
help,284,8
energy,280,8
give,278,8
family,278,8
pay,266,8
home,266,8
means,264,8
great,263,8
policies,262,8
year,259,8
poverty,256,8
federal,255,8
stand,254,8
market,253,8
must,2856,9
party,2612,9
want,2435,9
people,2348,9
social,2271,9
also,1622,9
society,1586,9
education,1511,9
new,1298,9
economic,1098,9
policy,1094,9
life,1085,9
public,1053,9
work,1047,9
rights,1026,9
development,1018,9
need,992,9
state,921,9
health,857,9
future,856,9
economy,845,9
support,821,9
citizens,805,9
children,740,9
way,732,9
freedom,729,9
opportunities,699,9
protection,697,9
important,695,9
care,693,9
system,690,9
human,681,9
world,667,9
time,664,9
ensure,655,9
country,653,9
make,646,9
security,641,9
services,632,9
cultural,630,9
right,621,9
good,620,9
free,619,9
government,605,9
law,601,9
possible,561,9
needs,558,9
women,556,9
political,554,9
young,552,9
energy,550,9
one,542,9
many,534,9
market,530,9
equal,527,9
conditions,526,9
culture,520,9
therefore,520,9
quality,516,9
use,499,9
without,494,9
better,491,9
every,490,9
environment,475,9
participation,475,9
us,473,9
family,454,9
democracy,452,9
well,452,9
responsibility,441,9
democratic,438,9
individual,428,9
create,427,9
order,425,9
research,425,9
areas,424,9
climate,420,9
justice,419,9
working,418,9
change,418,9
sustainable,413,9
strengthen,401,9
access,398,9
national,397,9
means,395,9
living,394,9
companies,394,9
promote,393,9
growth,391,9
international,388,9
become,373,9
able,373,9
committed,371,9
strong,362,9
goal,359,9
global,355,9
policies,354,9
everyone,353,9
employment,351,9
schools,351,9
solidarity,2,10
use,1,10
freedom,1,10
1997,1,10
berlin,1,10
europe,1,10
6,1,10
selecting,1,10
fair,1,10
cohesion,1,10
31,1,10
expanding,1,10
39,1,10
realizing,1,10
equality,1,10
42,1,10
living,1,10
together,1,10
47,1,10
promoting,1,10
culture,1,10
48,1,10
52,1,10
respect,1,10
nature,1,10
55,1,10
strengthening,1,10
59,1,10
securing,1,10
peace,1,10
65,1,10
vote,1,10
fdp,1,10
party,1354,11
percent,1265,11
increased,1121,11
billion,1008,11
million,907,11
years,845,11
tax,722,11
number,691,11
2002,658,11
year,647,11
per,581,11
rate,546,11
people,516,11
income,491,11
government,465,11
new,463,11
increase,460,11
tl,453,11
total,447,11
period,417,11
public,406,11
thousand,403,11
euros,395,11
since,364,11
first,352,11
also,346,11
time,344,11
education,337,11
country,329,11
end,311,11
last,291,11
support,291,11
one,285,11
average,278,11
social,278,11
sector,274,11
national,261,11
children,259,11
health,257,11
federal,255,11
reduced,254,11
pension,246,11
many,245,11
made,245,11
high,244,11
unemployment,236,11
rates,234,11
economic,232,11
would,230,11
countries,228,11
provided,228,11
private,227,11
budget,227,11
investment,217,11
must,216,11
state,215,11
citizens,213,11
employment,208,11
two,200,11
1,199,11
reached,199,11
want,199,11
economy,197,11
services,197,11
system,197,11
times,197,11
students,195,11
every,193,11
inflation,192,11
share,192,11
cent,189,11
level,188,11
today,187,11
around,184,11
growth,182,11
dollars,180,11
amount,179,11
world,175,11
development,175,11
debt,175,11
spending,175,11
20,174,11
real,174,11
2014,173,11
law,166,11
child,163,11
population,160,11
result,160,11
higher,158,11
work,157,11
service,156,11
interest,156,11
eu,155,11
insurance,155,11
three,155,11
women,154,11
10,152,11
pay,150,11
companies,149,11
minimum,148,11
party,3335,12
must,1228,12
social,1088,12
new,995,12
policy,858,12
development,795,12
people,777,12
public,744,12
state,713,12
education,699,12
tax,698,12
want,588,12
government,564,12
national,546,12
law,545,12
economic,540,12
system,538,12
european,537,12
rights,522,12
support,513,12
federal,493,12
security,480,12
work,475,12
also,471,12
energy,453,12
citizens,441,12
country,438,12
health,415,12
ensure,404,12
society,395,12
protection,387,12
services,383,12
local,369,12
order,367,12
economy,366,12
reform,362,12
training,344,12
political,338,12
use,336,12
income,330,12
international,329,12
future,324,12
make,323,12
employment,317,12
right,316,12
areas,309,12
care,309,12
women,304,12
sector,304,12
life,294,12
increase,294,12
time,291,12
world,290,12
years,288,12
market,287,12
conditions,286,12
young,277,12
opportunities,277,12
states,270,12
research,268,12
private,264,12
eu,261,12
working,260,12
without,259,12
children,256,12
environmental,253,12
needs,252,12
measures,251,12
jobs,251,12
financial,250,12
cultural,249,12
management,249,12
companies,248,12
need,246,12
foreign,242,12
transport,239,12
framework,238,12
union,237,12
service,236,12
investment,236,12
housing,235,12
power,234,12
europe,234,12
one,234,12
regional,234,12
human,231,12
quality,229,12
alliance,227,12
control,226,12
production,224,12
equal,222,12
take,222,12
effective,222,12
countries,220,12
level,220,12
necessary,219,12
cooperation,218,12
create,217,12
well,214,12
responsibility,214,12
party,10217,13
people,2746,13
new,2127,13
local,1690,13
work,1651,13
support,1648,13
ensure,1474,13
government,1435,13
services,1357,13
public,1327,13
health,1234,13
care,1214,13
want,1137,13
tax,1137,13
also,1115,13
make,1087,13
education,987,13
help,982,13
need,950,13
system,920,13
social,896,13
children,817,13
schools,812,13
labour,769,13
national,767,13
housing,748,13
uk,725,13
provide,721,13
years,704,13
pay,703,13
year,698,13
must,689,13
continue,685,13
use,662,13
service,662,13
increase,650,13
including,648,13
young,647,13
give,638,13
working,614,13
every,602,13
would,593,13
access,592,13
improve,586,13
better,582,13
investment,578,13
funding,573,13
per,568,13
time,561,13
training,556,13
school,553,13
free,551,13
pension,551,13
community,546,13
take,529,13
energy,529,13
introduce,518,13
many,506,13
homes,503,13
right,503,13
nhs,503,13
jobs,495,13
end,493,13
needs,491,13
income,489,13
authorities,484,13
home,480,13
first,475,13
transport,475,13
standards,470,13
million,465,13
rights,464,13
families,464,13
future,463,13
communities,461,13
women,459,13
economy,451,13
areas,448,13
police,445,13
benefits,443,13
encourage,439,13
set,439,13
one,435,13
reduce,433,13
private,432,13
sector,431,13
benefit,429,13
child,429,13
businesses,416,13
parliament,413,13
business,411,13
programme,409,13
scotland,408,13
security,407,13
parents,407,13
act,407,13
council,403,13
create,393,13
life,390,13
employment,389,13
