2-gram,Frequency,Cluster
"('want', 'make')",65,2
"('common', 'european')",64,2
"('social', 'market')",64,2
"('party', 'make')",63,2
"('nuclear', 'weapons')",60,2
"('federal', 'state')",60,2
"('party', 'therefore')",59,2
"('europe', 'must')",59,2
"('middle', 'east')",57,2
"('eu', 'citizens')",57,2
"('union', 'party')",56,2
"('european', 'policy')",56,2
"('german', 'states')",56,2
"('german', 'european')",56,2
"('economic', 'policy')",55,2
"('eastern', 'party')",55,2
"('german', 'economy')",55,2
"('eu', 'membership')",54,2
"('party', 'problem')",54,2
"('eu', 'funds')",54,2
"('social', 'democratic')",53,2
"('within', 'eu')",53,2
"('21st', 'century')",53,2
"('welfare', 'state')",52,2
"('european', 'community')",52,2
"('therefore', 'want')",51,2
"('must', 'take')",50,2
"('environmental', 'protection')",50,2
"('want', 'ensure')",50,2
"('party', 'take')",49,2
"('trade', 'unions')",49,2
"('framework', 'conditions')",49,2
"('german', 'companies')",49,2
"('young', 'people')",802,3
"('party', 'continue')",517,3
"('party', 'increase')",478,3
"('party', 'ensure')",438,3
"('higher', 'education')",402,3
"('party', 'make')",324,3
"('party', 'also')",302,3
"('private', 'sector')",282,3
"('party', 'support')",259,3
"('party', 'party')",249,3
"('research', 'development')",218,3
"('party', 'increased')",213,3
"('party', 'create')",208,3
"('party', 'provide')",208,3
"('new', 'technologies')",206,3
"('education', 'system')",200,3
"('education', 'party')",198,3
"('vocational', 'training')",197,3
"('new', 'jobs')",186,3
"('party', 'establish')",177,3
"('economic', 'growth')",176,3
"('party', 'encourage')",175,3
"('science', 'technology')",170,3
"('party', 'established')",169,3
"('party', 'strengthen')",168,3
"('public', 'sector')",168,3
"('party', 'expand')",163,3
"('labor', 'market')",162,3
"('education', 'training')",162,3
"('party', 'develop')",158,3
"('increase', 'number')",157,3
"('want', 'strengthen')",157,3
"('small', 'mediumsized')",155,3
"('health', 'care')",154,3
"('party', 'improve')",146,3
"('must', 'also')",144,3
"('create', 'new')",142,3
"('people', 'disabilities')",142,3
"('quality', 'life')",140,3
"('party', 'encouraged')",138,3
"('party', 'made')",134,3
"('lifelong', 'learning')",134,3
"('vocational', 'education')",132,3
"('party', 'ensured')",130,3
"('federal', 'government')",130,3
"('northern', 'ireland')",130,3
"('continuing', 'education')",128,3
"('public', 'services')",127,3
"('party', 'work')",127,3
"('social', 'security')",126,3
"('economic', 'social')",125,3
"('information', 'society')",125,3
"('within', 'framework')",122,3
"('added', 'value')",122,3
"('mediumsized', 'enterprises')",120,3
"('human', 'resources')",117,3
"('sector', 'party')",116,3
"('system', 'party')",114,3
"('also', 'want')",113,3
"('party', 'give')",111,3
"('secondary', 'education')",111,3
"('rural', 'areas')",110,3
"('people', 'party')",108,3
"('party', 'help')",108,3
"('economic', 'development')",106,3
"('local', 'authorities')",104,3
"('party', 'take')",103,3
"('recent', 'years')",98,3
"('public', 'private')",97,3
"('mental', 'health')",96,3
"('party', 'provided')",95,3
"('party', 'improved')",95,3
"('four', 'years')",94,3
"('public', 'transport')",94,3
"('high', 'valueadded')",93,3
"('high', 'quality')",93,3
"('renewable', 'energies')",93,3
"('party', 'become')",91,3
"('long', 'term')",91,3
"('party', 'given')",91,3
"('coming', 'period')",91,3
"('framework', 'conditions')",91,3
"('services', 'party')",90,3
"('labor', 'force')",90,3
"('civil', 'society')",90,3
"('want', 'expand')",90,3
"('european', 'union')",89,3
"('labour', 'party')",89,3
"('want', 'make')",89,3
"('per', 'cent')",89,3
"('21st', 'century')",88,3
"('party', 'enable')",88,3
"('energy', 'efficiency')",87,3
"('sports', 'facilities')",87,3
"('united', 'states')",87,3
"('party', 'developed')",87,3
"('new', 'opportunities')",84,3
"('party', 'implement')",83,3
"('working', 'conditions')",83,3
"('armed', 'forces')",83,3
"('party', 'ensure')",637,4
"('party', 'continue')",526,4
"('party', 'established')",418,4
"('party', 'establish')",396,4
"('party', 'make')",316,4
"('party', 'increase')",293,4
"('party', 'also')",292,4
"('party', 'party')",285,4
"('private', 'sector')",275,4
"('local', 'government')",272,4
"('party', 'provide')",267,4
"('within', 'framework')",258,4
"('party', 'made')",254,4
"('local', 'authorities')",247,4
"('system', 'party')",246,4
"('local', 'governments')",245,4
"('party', 'ensured')",245,4
"('party', 'create')",244,4
"('party', 'support')",241,4
"('party', 'implement')",239,4
"('within', 'scope')",235,4
"('party', 'develop')",231,4
"('party', 'developed')",187,4
"('public', 'sector')",185,4
"('renewable', 'energy')",184,4
"('party', 'increased')",178,4
"('health', 'care')",177,4
"('rural', 'development')",177,4
"('party', 'take')",176,4
"('rural', 'areas')",172,4
"('party', 'work')",170,4
"('natural', 'gas')",167,4
"('services', 'party')",166,4
"('regional', 'development')",164,4
"('party', 'strengthen')",161,4
"('climate', 'change')",161,4
"('higher', 'education')",160,4
"('civil', 'society')",159,4
"('party', 'encourage')",158,4
"('action', 'plan')",157,4
"('human', 'rights')",156,4
"('taking', 'account')",154,4
"('party', 'encouraged')",149,4
"('government', 'party')",149,4
"('social', 'security')",147,4
"('young', 'people')",145,4
"('billion', 'tl')",142,4
"('party', 'provided')",140,4
"('health', 'services')",139,4
"('party', 'complete')",134,4
"('public', 'administration')",132,4
"('european', 'union')",132,4
"('sector', 'party')",129,4
"('economic', 'social')",128,4
"('education', 'party')",126,4
"('party', 'improve')",126,4
"('party', 'introduce')",121,4
"('party', 'implemented')",117,4
"('drinking', 'water')",116,4
"('party', 'set')",115,4
"('information', 'system')",112,4
"('projects', 'party')",111,4
"('party', 'expand')",111,4
"('party', 'given')",111,4
"('first', 'time')",110,4
"('party', 'prepare')",109,4
"('party', 'taken')",107,4
"('party', 'completed')",107,4
"('areas', 'party')",106,4
"('party', 'give')",106,4
"('centers', 'party')",105,4
"('water', 'resources')",102,4
"('project', 'party')",102,4
"('public', 'services')",101,4
"('public', 'private')",101,4
"('energy', 'sources')",101,4
"('party', 'include')",97,4
"('agricultural', 'products')",96,4
"('period', 'party')",96,4
"('energy', 'efficiency')",93,4
"('public', 'institutions')",91,4
"('sustainable', 'development')",91,4
"('foreign', 'policy')",89,4
"('policies', 'party')",88,4
"('black', 'sea')",88,4
"('increase', 'number')",88,4
"('public', 'procurement')",87,4
"('coming', 'period')",87,4
"('policy', 'party')",86,4
"('program', 'party')",85,4
"('small', 'mediumsized')",84,4
"('national', 'assembly')",84,4
"('across', 'country')",84,4
"('party', 'build')",84,4
"('country', 'party')",83,4
"('economic', 'development')",83,4
"('party', 'enable')",82,4
"('armed', 'forces')",82,4
"('party', 'supported')",81,4
"('resources', 'party')",80,4
"('party', 'continue')",651,5
"('party', 'party')",560,5
"('foreign', 'policy')",543,5
"('human', 'rights')",476,5
"('united', 'states')",414,5
"('party', 'ensure')",270,5
"('middle', 'east')",255,5
"('rule', 'law')",214,5
"('party', 'work')",188,5
"('armed', 'forces')",186,5
"('party', 'make')",177,5
"('rights', 'freedoms')",169,5
"('northern', 'ireland')",168,5
"('united', 'nations')",150,5
"('civil', 'society')",148,5
"('within', 'framework')",143,5
"('party', 'also')",135,5
"('party', 'support')",130,5
"('european', 'union')",130,5
"('fundamental', 'rights')",128,5
"('country', 'party')",128,5
"('turkish', 'nation')",125,5
"('policy', 'party')",124,5
"('nationalist', 'movement')",123,5
"('government', 'party')",121,5
"('party', 'take')",115,5
"('national', 'security')",114,5
"('peace', 'security')",112,5
"('american', 'people')",112,5
"('international', 'law')",110,5
"('movement', 'party')",109,5
"('republic', 'party')",107,5
"('world', 'party')",104,5
"('peace', 'stability')",104,5
"('economic', 'social')",102,5
"('people', 'party')",98,5
"('health', 'care')",96,5
"('around', 'world')",96,5
"('puerto', 'rico')",96,5
"('party', 'become')",95,5
"('continue', 'support')",93,5
"('party', 'established')",93,5
"('president', 'bush')",93,5
"('administration', 'party')",91,5
"('economic', 'development')",90,5
"('party', 'ensured')",89,5
"('national', 'interests')",88,5
"('political', 'economic')",85,5
"('party', 'made')",82,5
"('federal', 'government')",82,5
"('young', 'people')",81,5
"('party', 'believes')",81,5
"('party', 'increase')",79,5
"('civil', 'rights')",79,5
"('party', 'strengthen')",77,5
"('party', 'maintain')",77,5
"('territorial', 'integrity')",74,5
"('21st', 'century')",74,5
"('four', 'years')",74,5
"('men', 'women')",73,5
"('cultural', 'heritage')",71,5
"('new', 'constitution')",70,5
"('economic', 'growth')",70,5
"('make', 'party')",69,5
"('social', 'security')",68,5
"('party', 'always')",66,5
"('national', 'unity')",66,5
"('party', 'based')",65,5
"('system', 'party')",65,5
"('party', 'government')",65,5
"('party', 'provide')",64,5
"('citizens', 'party')",64,5
"('relations', 'party')",63,5
"('quality', 'life')",63,5
"('nation', 'party')",63,5
"('law', 'enforcement')",63,5
"('soviet', 'union')",62,5
"('party', 'build')",61,5
"('continue', 'work')",61,5
"('international', 'community')",60,5
"('social', 'justice')",59,5
"('party', 'protect')",59,5
"('fight', 'terrorism')",59,5
"('future', 'generations')",59,5
"('states', 'party')",59,5
"('party', 'must')",59,5
"('rights', 'party')",58,5
"('equal', 'rights')",58,5
"('human', 'dignity')",57,5
"('strong', 'party')",57,5
"('latin', 'party')",57,5
"('party', 'problem')",56,5
"('party', 'committed')",56,5
"('policies', 'party')",54,5
"('mutual', 'respect')",54,5
"('historical', 'cultural')",54,5
"('society', 'party')",53,5
"('freedom', 'religion')",52,5
"('political', 'parties')",52,5
"('support', 'efforts')",52,5
"('use', 'freedom')",1,6
"('contents', 'future')",1,6
"('future', 'respect')",1,6
"('yes', 'must')",1,6
"('social', 'security')",545,7
"('young', 'people')",427,7
"('party', 'ensure')",402,7
"('party', 'provide')",354,7
"('party', 'also')",331,7
"('income', 'tax')",313,7
"('minimum', 'wage')",305,7
"('party', 'make')",276,7
"('party', 'continue')",259,7
"('per', 'cent')",245,7
"('disabled', 'people')",238,7
"('party', 'increase')",225,7
"('health', 'insurance')",225,7
"('party', 'provided')",199,7
"('health', 'care')",188,7
"('people', 'disabilities')",186,7
"('higher', 'education')",172,7
"('public', 'sector')",165,7
"('private', 'sector')",165,7
"('free', 'charge')",161,7
"('party', 'give')",158,7
"('per', 'year')",155,7
"('local', 'authorities')",150,7
"('party', 'made')",144,7
"('party', 'ensured')",142,7
"('party', 'support')",142,7
"('social', 'assistance')",138,7
"('party', 'introduce')",138,7
"('system', 'party')",137,7
"('party', 'party')",132,7
"('tax', 'system')",132,7
"('old', 'age')",129,7
"('labor', 'market')",124,7
"('labour', 'party')",120,7
"('public', 'services')",118,7
"('small', 'businesses')",118,7
"('federal', 'government')",118,7
"('party', 'able')",117,7
"('first', 'time')",114,7
"('pension', 'insurance')",114,7
"('unemployment', 'benefit')",113,7
"('tax', 'rate')",110,7
"('services', 'party')",109,7
"('people', 'party')",108,7
"('party', 'receive')",107,7
"('health', 'services')",106,7
"('tax', 'credit')",106,7
"('party', 'help')",105,7
"('tax', 'relief')",105,7
"('child', 'benefit')",105,7
"('party', 'increased')",103,7
"('party', 'work')",103,7
"('party', 'take')",100,7
"('work', 'party')",100,7
"('real', 'estate')",100,7
"('party', 'establish')",99,7
"('tax', 'rates')",99,7
"('party', 'reduce')",98,7
"('within', 'scope')",96,7
"('family', 'insurance')",95,7
"('social', 'insurance')",94,7
"('statutory', 'pension')",94,7
"('longterm', 'care')",94,7
"('interest', 'rates')",92,7
"('financial', 'support')",92,7
"('per', 'month')",91,7
"('party', 'established')",91,7
"('billion', 'tl')",91,7
"('party', 'create')",90,7
"('government', 'party')",90,7
"('unemployment', 'insurance')",89,7
"('civil', 'servants')",89,7
"('longterm', 'unemployed')",89,7
"('insurance', 'contributions')",89,7
"('vocational', 'training')",88,7
"('working', 'hours')",88,7
"('workers', 'party')",87,7
"('tax', 'burden')",86,7
"('party', 'given')",85,7
"('need', 'care')",84,7
"('education', 'party')",82,7
"('older', 'people')",82,7
"('party', 'pay')",81,7
"('insurance', 'system')",81,7
"('small', 'mediumsized')",81,7
"('party', 'encourage')",80,7
"('billion', 'euros')",80,7
"('must', 'also')",80,7
"('per', 'week')",79,7
"('care', 'insurance')",79,7
"('national', 'insurance')",79,7
"('party', 'implement')",78,7
"('party', 'allow')",78,7
"('party', 'paid')",78,7
"('state', 'pension')",78,7
"('party', 'benefit')",77,7
"('care', 'services')",77,7
"('local', 'government')",77,7
"('single', 'parents')",77,7
"('free', 'democrats')",76,7
"('put', 'end')",280,8
"('party', 'ensure')",269,8
"('party', 'also')",241,8
"('party', 'put')",211,8
"('public', 'sector')",208,8
"('party', 'end')",201,8
"('social', 'security')",200,8
"('party', 'eliminated')",190,8
"('party', 'make')",174,8
"('party', 'abolish')",174,8
"('young', 'people')",170,8
"('health', 'care')",169,8
"('party', 'abolished')",164,8
"('human', 'rights')",164,8
"('income', 'tax')",154,8
"('system', 'party')",148,8
"('per', 'cent')",144,8
"('party', 'reduce')",142,8
"('party', 'made')",140,8
"('party', 'party')",140,8
"('local', 'authorities')",140,8
"('public', 'services')",137,8
"('party', 'work')",134,8
"('government', 'party')",131,8
"('party', 'continue')",126,8
"('nuclear', 'weapons')",123,8
"('federal', 'government')",122,8
"('party', 'established')",121,8
"('local', 'government')",121,8
"('labour', 'party')",121,8
"('private', 'sector')",117,8
"('party', 'introduce')",112,8
"('want', 'abolish')",109,8
"('within', 'framework')",105,8
"('services', 'party')",105,8
"('party', 'take')",104,8
"('party', 'ensured')",103,8
"('northern', 'ireland')",103,8
"('party', 'remove')",101,8
"('die', 'linke')",99,8
"('united', 'states')",98,8
"('party', 'reduced')",96,8
"('higher', 'education')",96,8
"('must', 'also')",94,8
"('party', 'prevented')",91,8
"('party', 'establish')",91,8
"('renewable', 'energy')",90,8
"('party', 'ended')",89,8
"('party', 'increase')",88,8
"('climate', 'change')",87,8
"('uk', 'government')",85,8
"('minimum', 'wage')",84,8
"('tax', 'system')",84,8
"('party', 'removed')",81,8
"('party', 'support')",81,8
"('party', 'eliminate')",80,8
"('public', 'administration')",80,8
"('public', 'transport')",80,8
"('health', 'insurance')",79,8
"('mps', 'party')",79,8
"('tax', 'rate')",79,8
"('free', 'democrats')",79,8
"('health', 'services')",77,8
"('party', 'give')",77,8
"('long', 'term')",77,8
"('tax', 'rates')",76,8
"('snp', 'mps')",76,8
"('sector', 'party')",75,8
"('mental', 'health')",75,8
"('local', 'governments')",73,8
"('civil', 'servants')",73,8
"('tax', 'evasion')",73,8
"('party', 'allow')",72,8
"('nuclear', 'power')",72,8
"('two', 'years')",72,8
"('labour', 'government')",72,8
"('political', 'parties')",71,8
"('economic', 'social')",71,8
"('party', 'taken')",70,8
"('education', 'party')",70,8
"('party', 'create')",68,8
"('natural', 'gas')",68,8
"('european', 'union')",68,8
"('small', 'businesses')",68,8
"('climate', 'protection')",67,8
"('power', 'plants')",66,8
"('per', 'year')",66,8
"('four', 'years')",66,8
"('party', 'implement')",65,8
"('foreign', 'policy')",65,8
"('party', 'provide')",65,8
"('ukip', 'party')",64,8
"('policy', 'party')",63,8
"('party', 'stop')",63,8
"('armed', 'forces')",63,8
"('must', 'abolished')",63,8
"('recent', 'years')",63,8
"('taking', 'account')",62,8
"('interest', 'rates')",62,8
"('party', 'bring')",61,8
"('health', 'care')",465,9
"('party', 'ensure')",403,9
"('young', 'people')",328,9
"('social', 'security')",293,9
"('must', 'also')",241,9
"('quality', 'life')",225,9
"('party', 'continue')",213,9
"('party', 'also')",202,9
"('public', 'sector')",201,9
"('human', 'rights')",200,9
"('public', 'services')",196,9
"('civil', 'society')",189,9
"('rural', 'areas')",184,9
"('working', 'conditions')",156,9
"('health', 'services')",155,9
"('public', 'transport')",152,9
"('rule', 'law')",148,9
"('party', 'make')",146,9
"('federal', 'government')",146,9
"('people', 'disabilities')",145,9
"('want', 'strengthen')",144,9
"('climate', 'change')",141,9
"('party', 'work')",135,9
"('private', 'sector')",130,9
"('environmental', 'protection')",130,9
"('public', 'administration')",130,9
"('party', 'ensured')",129,9
"('local', 'authorities')",127,9
"('mental', 'health')",125,9
"('health', 'safety')",124,9
"('health', 'insurance')",124,9
"('data', 'protection')",122,9
"('environmentally', 'friendly')",120,9
"('sustainable', 'development')",115,9
"('also', 'want')",115,9
"('labor', 'market')",111,9
"('party', 'support')",110,9
"('within', 'framework')",108,9
"('equal', 'opportunities')",106,9
"('market', 'economy')",106,9
"('welfare', 'state')",105,9
"('natural', 'resources')",105,9
"('free', 'democrats')",105,9
"('climate', 'protection')",104,9
"('future', 'generations')",103,9
"('consumer', 'protection')",103,9
"('economic', 'social')",102,9
"('want', 'make')",102,9
"('social', 'justice')",100,9
"('party', 'provide')",99,9
"('care', 'system')",97,9
"('animal', 'welfare')",97,9
"('public', 'health')",96,9
"('party', 'party')",92,9
"('economic', 'growth')",92,9
"('framework', 'conditions')",92,9
"('high', 'quality')",91,9
"('children', 'young')",90,9
"('collective', 'bargaining')",90,9
"('trade', 'unions')",89,9
"('local', 'governments')",89,9
"('old', 'age')",88,9
"('local', 'government')",87,9
"('basic', 'law')",87,9
"('federal', 'state')",86,9
"('die', 'linke')",86,9
"('fundamental', 'rights')",85,9
"('want', 'create')",84,9
"('party', 'made')",83,9
"('want', 'ensure')",83,9
"('people', 'need')",81,9
"('services', 'party')",81,9
"('raw', 'materials')",81,9
"('state', 'local')",81,9
"('want', 'promote')",81,9
"('party', 'established')",79,9
"('economic', 'development')",79,9
"('party', 'create')",78,9
"('must', 'able')",78,9
"('improve', 'quality')",76,9
"('long', 'term')",76,9
"('medical', 'care')",76,9
"('party', 'improve')",75,9
"('party', 'take')",74,9
"('taking', 'account')",74,9
"('system', 'party')",73,9
"('social', 'policy')",72,9
"('government', 'party')",72,9
"('education', 'training')",72,9
"('party', 'establish')",71,9
"('law', 'enforcement')",71,9
"('need', 'care')",69,9
"('party', 'give')",69,9
"('education', 'health')",68,9
"('energy', 'efficiency')",68,9
"('also', 'includes')",68,9
"('nature', 'conservation')",68,9
"('social', 'market')",68,9
"('party', 'promote')",67,9
"('occupational', 'health')",66,9
