2-gram,Frequency,Cluster
"('one', 'hand')",70,0
"('science', 'technology')",70,0
"('rural', 'areas')",70,0
"('party', 'reduced')",69,0
"('secondary', 'education')",68,0
"('climate', 'change')",68,0
"('added', 'value')",67,0
"('sustainable', 'development')",67,0
"('economic', 'development')",66,0
"('small', 'mediumsized')",66,0
"('party', 'enable')",64,0
"('human', 'resources')",64,0
"('agricultural', 'products')",64,0
"('administration', 'party')",64,0
"('social', 'economic')",64,0
"('people', 'party')",63,0
"('vocational', 'training')",63,0
"('regional', 'development')",63,0
"('renewable', 'energy')",63,0
"('research', 'development')",63,0
"('structure', 'party')",62,0
"('party', 'implement')",62,0
"('education', 'system')",62,0
"('party', 'create')",61,0
"('recent', 'years')",61,0
"('labor', 'market')",61,0
"('education', 'training')",60,0
"('party', 'continue')",314,1
"('party', 'party')",303,1
"('european', 'union')",281,1
"('northern', 'ireland')",232,1
"('human', 'rights')",217,1
"('foreign', 'policy')",186,1
"('party', 'also')",176,1
"('united', 'states')",176,1
"('middle', 'east')",137,1
"('party', 'work')",125,1
"('government', 'party')",123,1
"('uk', 'government')",123,1
"('young', 'people')",103,1
"('party', 'make')",102,1
"('party', 'ensure')",100,1
"('armed', 'forces')",95,1
"('social', 'security')",90,1
"('party', 'support')",87,1
"('within', 'framework')",87,1
"('federal', 'government')",87,1
"('republic', 'party')",83,1
"('united', 'nations')",82,1
"('snp', 'mps')",82,1
"('member', 'states')",79,1
"('mps', 'party')",78,1
"('soviet', 'union')",77,1
"('party', 'take')",73,1
"('party', 'able')",72,1
"('party', 'problem')",72,1
"('die', 'linke')",72,1
"('per', 'cent')",70,1
"('plaid', 'cymru')",70,1
"('people', 'party')",68,1
"('recent', 'years')",68,1
"('first', 'time')",66,1
"('public', 'sector')",65,1
"('nuclear', 'weapons')",60,1
"('free', 'democrats')",60,1
"('european', 'parliament')",58,1
"('party', 'give')",57,1
"('private', 'sector')",57,1
"('party', 'government')",56,1
"('party', 'provide')",56,1
"('four', 'years')",56,1
"('economic', 'social')",55,1
"('rule', 'law')",55,1
"('black', 'sea')",54,1
"('party', 'allow')",53,1
"('policy', 'party')",53,1
"('national', 'security')",52,1
"('party', 'become')",52,1
"('international', 'law')",52,1
"('long', 'term')",51,1
"('greek', 'people')",51,1
"('security', 'council')",50,1
"('party', 'seek')",50,1
"('free', 'trade')",50,1
"('prime', 'minister')",50,1
"('climate', 'change')",50,1
"('labour', 'government')",50,1
"('health', 'care')",49,1
"('billion', 'euros')",49,1
"('scottish', 'government')",47,1
"('party', 'put')",46,1
"('natural', 'gas')",46,1
"('five', 'years')",46,1
"('party', 'increase')",45,1
"('party', 'establish')",45,1
"('solution', 'party')",45,1
"('national', 'assembly')",45,1
"('administration', 'party')",45,1
"('turkish', 'nation')",44,1
"('trade', 'unions')",44,1
"('years', 'ago')",44,1
"('two', 'years')",44,1
"('party', 'create')",43,1
"('political', 'economic')",43,1
"('public', 'services')",43,1
"('eu', 'party')",43,1
"('party', 'press')",43,1
"('one', 'hand')",42,1
"('country', 'party')",42,1
"('economic', 'development')",42,1
"('high', 'speed')",42,1
"('income', 'tax')",42,1
"('ukip', 'party')",42,1
"('party', 'bring')",41,1
"('continue', 'support')",41,1
"('men', 'women')",41,1
"('21st', 'century')",41,1
"('political', 'parties')",41,1
"('per', 'year')",41,1
"('project', 'party')",41,1
"('fundamental', 'rights')",40,1
"('world', 'party')",40,1
"('european', 'countries')",40,1
"('civil', 'society')",40,1
"('labour', 'party')",40,1
"('eu', 'countries')",39,1
"('economic', 'growth')",39,1
"('must', 'also')",231,2
"('party', 'continue')",183,2
"('social', 'security')",159,2
"('health', 'care')",158,2
"('young', 'people')",144,2
"('federal', 'government')",129,2
"('party', 'also')",128,2
"('small', 'mediumsized')",126,2
"('labor', 'market')",124,2
"('want', 'strengthen')",114,2
"('higher', 'education')",113,2
"('public', 'sector')",106,2
"('die', 'linke')",106,2
"('health', 'insurance')",105,2
"('free', 'democrats')",103,2
"('also', 'want')",96,2
"('mediumsized', 'enterprises')",86,2
"('rural', 'areas')",85,2
"('party', 'ensure')",83,2
"('private', 'sector')",80,2
"('data', 'protection')",79,2
"('vocational', 'training')",78,2
"('framework', 'conditions')",78,2
"('renewable', 'energy')",74,2
"('local', 'authorities')",74,2
"('public', 'services')",73,2
"('climate', 'protection')",72,2
"('public', 'transport')",68,2
"('federal', 'state')",68,2
"('party', 'therefore')",68,2
"('federal', 'states')",68,2
"('local', 'government')",67,2
"('minimum', 'wage')",67,2
"('power', 'plants')",67,2
"('tax', 'evasion')",64,2
"('working', 'conditions')",64,2
"('human', 'rights')",63,2
"('continuing', 'education')",63,2
"('real', 'estate')",62,2
"('want', 'create')",62,2
"('research', 'development')",61,2
"('collective', 'agreements')",61,2
"('renewable', 'energies')",61,2
"('collective', 'bargaining')",60,2
"('must', 'become')",60,2
"('working', 'hours')",59,2
"('want', 'improve')",59,2
"('want', 'promote')",58,2
"('people', 'disabilities')",57,2
"('party', 'provide')",57,2
"('consumer', 'protection')",57,2
"('within', 'framework')",56,2
"('want', 'develop')",55,2
"('end', 'want')",55,2
"('public', 'administration')",54,2
"('also', 'includes')",54,2
"('want', 'make')",54,2
"('must', 'made')",53,2
"('end', 'party')",52,2
"('party', 'create')",51,2
"('income', 'tax')",51,2
"('also', 'applies')",51,2
"('animal', 'welfare')",51,2
"('health', 'services')",50,2
"('armed', 'forces')",50,2
"('nature', 'conservation')",50,2
"('want', 'abolish')",50,2
"('democrats', 'want')",50,2
"('economic', 'development')",49,2
"('financial', 'support')",49,2
"('must', 'strengthened')",49,2
"('nuclear', 'power')",49,2
"('recent', 'years')",48,2
"('party', 'make')",48,2
"('party', 'increase')",48,2
"('environmental', 'protection')",48,2
"('want', 'expand')",48,2
"('basic', 'law')",48,2
"('education', 'training')",47,2
"('want', 'introduce')",47,2
"('party', 'support')",46,2
"('party', 'introduce')",46,2
"('civil', 'society')",46,2
"('taken', 'account')",46,2
"('energy', 'efficiency')",45,2
"('energy', 'sources')",45,2
"('long', 'term')",45,2
"('economic', 'growth')",44,2
"('environmentally', 'friendly')",44,2
"('take', 'account')",44,2
"('therefore', 'want')",44,2
"('interest', 'rates')",43,2
"('civil', 'servants')",43,2
"('old', 'age')",43,2
"('pirate', 'party')",43,2
"('party', 'work')",42,2
"('must', 'remain')",42,2
"('must', 'given')",42,2
"('party', 'strengthen')",41,2
"('new', 'jobs')",41,2
"('health', 'care')",466,3
"('federal', 'government')",324,3
"('united', 'states')",284,3
"('democrats', 'party')",217,3
"('state', 'local')",195,3
"('party', 'continue')",186,3
"('social', 'security')",165,3
"('democrats', 'believe')",150,3
"('american', 'people')",143,3
"('party', 'work')",141,3
"('law', 'enforcement')",135,3
"('private', 'sector')",123,3
"('party', 'also')",119,3
"('health', 'insurance')",112,3
"('young', 'people')",111,3
"('economic', 'growth')",111,3
"('party', 'ensure')",105,3
"('party', 'make')",103,3
"('small', 'businesses')",101,3
"('federal', 'state')",100,3
"('men', 'women')",99,3
"('national', 'security')",96,3
"('small', 'business')",94,3
"('local', 'governments')",88,3
"('around', 'world')",88,3
"('president', 'bush')",85,3
"('civil', 'rights')",84,3
"('party', 'support')",83,3
"('tax', 'credit')",83,3
"('climate', 'change')",81,3
"('people', 'disabilities')",80,3
"('mental', 'health')",78,3
"('party', 'party')",70,3
"('human', 'rights')",70,3
"('four', 'years')",70,3
"('every', 'american')",69,3
"('higher', 'education')",68,3
"('public', 'health')",67,3
"('rule', 'law')",64,3
"('federal', 'programs')",62,3
"('armed', 'forces')",60,3
"('party', 'protect')",60,3
"('republican', 'congress')",60,3
"('party', 'provide')",59,3
"('21st', 'century')",59,3
"('make', 'sure')",59,3
"('government', 'must')",59,3
"('party', 'fight')",59,3
"('must', 'also')",58,3
"('party', 'increase')",57,3
"('support', 'efforts')",57,3
"('clean', 'energy')",56,3
"('administration', 'party')",55,3
"('middle', 'class')",55,3
"('congressional', 'republicans')",54,3
"('child', 'care')",53,3
"('millions', 'americans')",53,3
"('affordable', 'housing')",51,3
"('party', 'restore')",51,3
"('income', 'tax')",50,3
"('also', 'support')",50,3
"('free', 'democrats')",50,3
"('republican', 'administration')",50,3
"('public', 'private')",49,3
"('care', 'system')",49,3
"('must', 'continue')",49,3
"('collective', 'bargaining')",48,3
"('labor', 'market')",48,3
"('health', 'safety')",48,3
"('president', 'party')",48,3
"('american', 'workers')",48,3
"('equal', 'rights')",47,3
"('tax', 'code')",47,3
"('republican', 'president')",47,3
"('party', 'expand')",46,3
"('medical', 'care')",46,3
"('create', 'new')",45,3
"('economic', 'development')",45,3
"('public', 'services')",44,3
"('party', 'create')",44,3
"('party', 'help')",44,3
"('research', 'development')",44,3
"('public', 'lands')",44,3
"('make', 'easier')",43,3
"('federal', 'agencies')",43,3
"('job', 'creation')",42,3
"('longterm', 'care')",42,3
"('natural', 'resources')",42,3
"('public', 'schools')",42,3
"('republicans', 'believe')",42,3
"('daycare', 'centers')",41,3
"('create', 'jobs')",41,3
"('democrats', 'committed')",41,3
"('private', 'property')",41,3
"('tax', 'cuts')",41,3
"('democratic', 'administration')",41,3
"('democrats', 'support')",41,3
"('president', 'obama')",41,3
"('lowincome', 'families')",40,3
"('voting', 'rights')",40,3
"('united', 'states')",452,4
"('human', 'rights')",400,4
"('foreign', 'policy')",386,4
"('european', 'union')",352,4
"('party', 'continue')",342,4
"('united', 'nations')",279,4
"('middle', 'east')",251,4
"('party', 'party')",246,4
"('nuclear', 'weapons')",168,4
"('northern', 'ireland')",144,4
"('party', 'work')",128,4
"('member', 'states')",124,4
"('armed', 'forces')",112,4
"('rule', 'law')",109,4
"('international', 'law')",108,4
"('soviet', 'union')",104,4
"('party', 'must')",93,4
"('party', 'also')",88,4
"('government', 'party')",85,4
"('climate', 'change')",85,4
"('security', 'policy')",85,4
"('must', 'also')",83,4
"('arms', 'control')",81,4
"('within', 'framework')",76,4
"('free', 'trade')",76,4
"('die', 'linke')",76,4
"('free', 'democrats')",76,4
"('party', 'ensure')",74,4
"('want', 'strengthen')",74,4
"('security', 'council')",71,4
"('national', 'security')",71,4
"('economic', 'development')",69,4
"('peace', 'security')",67,4
"('around', 'world')",67,4
"('policy', 'party')",65,4
"('european', 'parliament')",64,4
"('republic', 'party')",62,4
"('civil', 'society')",60,4
"('federal', 'government')",60,4
"('latin', 'party')",59,4
"('party', 'make')",58,4
"('political', 'economic')",58,4
"('policy', 'must')",57,4
"('states', 'party')",57,4
"('climate', 'protection')",56,4
"('21st', 'century')",55,4
"('party', 'support')",55,4
"('party', 'seek')",54,4
"('international', 'community')",53,4
"('foreign', 'security')",53,4
"('economic', 'social')",52,4
"('administration', 'party')",52,4
"('developing', 'countries')",51,4
"('german', 'government')",51,4
"('recent', 'years')",50,4
"('party', 'europe')",50,4
"('labour', 'government')",50,4
"('cdu', 'csu')",48,4
"('democratic', 'administration')",48,4
"('economic', 'growth')",47,4
"('federal', 'republic')",47,4
"('continue', 'work')",46,4
"('long', 'term')",46,4
"('party', 'become')",45,4
"('cold', 'war')",45,4
"('peace', 'stability')",45,4
"('party', 'strengthen')",45,4
"('weapons', 'mass')",45,4
"('mass', 'destruction')",45,4
"('europe', 'party')",45,4
"('international', 'cooperation')",45,4
"('american', 'people')",45,4
"('world', 'party')",44,4
"('eastern', 'europe')",43,4
"('peace', 'freedom')",42,4
"('national', 'interests')",42,4
"('development', 'cooperation')",42,4
"('states', 'must')",42,4
"('eu', 'must')",42,4
"('must', 'continue')",42,4
"('sustainable', 'development')",41,4
"('republican', 'administration')",41,4
"('four', 'years')",40,4
"('european', 'community')",40,4
"('party', 'remain')",39,4
"('european', 'level')",39,4
"('also', 'want')",39,4
"('country', 'party')",38,4
"('years', 'ago')",38,4
"('continue', 'support')",38,4
"('south', 'africa')",38,4
"('eu', 'member')",38,4
"('market', 'economy')",38,4
"('puerto', 'rico')",38,4
"('president', 'bush')",38,4
"('lasting', 'peace')",37,4
"('party', 'committed')",37,4
"('party', 'take')",37,4
"('peace', 'process')",37,4
"('economic', 'political')",37,4
"('party', 'ensure')",397,5
"('young', 'people')",335,5
"('party', 'continue')",296,5
"('human', 'rights')",279,5
"('social', 'security')",267,5
"('within', 'framework')",264,5
"('health', 'care')",250,5
"('public', 'sector')",250,5
"('private', 'sector')",244,5
"('civil', 'society')",241,5
"('higher', 'education')",219,5
"('economic', 'social')",208,5
"('public', 'administration')",205,5
"('local', 'government')",197,5
"('party', 'make')",186,5
"('party', 'also')",171,5
"('foreign', 'policy')",170,5
"('small', 'mediumsized')",170,5
"('european', 'union')",169,5
"('party', 'ensured')",168,5
"('local', 'governments')",167,5
"('quality', 'life')",166,5
"('local', 'authorities')",166,5
"('rule', 'law')",164,5
"('rural', 'areas')",160,5
"('party', 'established')",152,5
"('health', 'services')",152,5
"('party', 'party')",150,5
"('party', 'increase')",148,5
"('public', 'services')",147,5
"('renewable', 'energy')",143,5
"('labor', 'market')",140,5
"('party', 'support')",137,5
"('party', 'provide')",136,5
"('people', 'disabilities')",135,5
"('must', 'also')",132,5
"('mediumsized', 'enterprises')",131,5
"('taking', 'account')",129,5
"('sustainable', 'development')",124,5
"('vocational', 'training')",124,5
"('human', 'resources')",123,5
"('party', 'establish')",120,5
"('public', 'private')",120,5
"('want', 'strengthen')",119,5
"('within', 'scope')",116,5
"('energy', 'sources')",116,5
"('education', 'training')",116,5
"('party', 'made')",115,5
"('education', 'system')",114,5
"('health', 'insurance')",114,5
"('cultural', 'heritage')",113,5
"('armed', 'forces')",113,5
"('renewable', 'energies')",113,5
"('regional', 'development')",112,5
"('system', 'party')",111,5
"('long', 'term')",109,5
"('economic', 'growth')",108,5
"('sector', 'party')",108,5
"('federal', 'government')",108,5
"('climate', 'change')",107,5
"('party', 'create')",107,5
"('order', 'ensure')",106,5
"('new', 'technologies')",105,5
"('economic', 'development')",105,5
"('fundamental', 'rights')",101,5
"('environmental', 'protection')",101,5
"('action', 'plan')",98,5
"('party', 'work')",97,5
"('raw', 'materials')",97,5
"('rural', 'development')",96,5
"('social', 'services')",95,5
"('party', 'strengthen')",95,5
"('public', 'transport')",95,5
"('party', 'take')",94,5
"('natural', 'resources')",94,5
"('social', 'assistance')",94,5
"('party', 'develop')",93,5
"('improve', 'quality')",93,5
"('united', 'nations')",92,5
"('member', 'states')",92,5
"('party', 'implement')",90,5
"('policy', 'party')",89,5
"('services', 'party')",89,5
"('collective', 'bargaining')",88,5
"('public', 'institutions')",88,5
"('research', 'development')",88,5
"('policies', 'party')",87,5
"('federal', 'state')",87,5
"('recent', 'years')",86,5
"('party', 'developed')",85,5
"('services', 'provided')",85,5
"('climate', 'protection')",84,5
"('high', 'quality')",83,5
"('information', 'society')",83,5
"('natural', 'gas')",83,5
"('development', 'cooperation')",83,5
"('party', 'provided')",82,5
"('framework', 'conditions')",82,5
"('water', 'resources')",81,5
"('education', 'party')",80,5
"('party', 'ensure')",1119,6
"('party', 'increase')",609,6
"('party', 'make')",598,6
"('party', 'establish')",524,6
"('party', 'provide')",521,6
"('party', 'continue')",484,6
"('party', 'party')",469,6
"('party', 'established')",425,6
"('party', 'made')",419,6
"('system', 'party')",339,6
"('party', 'ensured')",329,6
"('party', 'also')",319,6
"('party', 'implement')",310,6
"('party', 'develop')",297,6
"('party', 'support')",288,6
"('party', 'create')",286,6
"('party', 'increased')",283,6
"('party', 'take')",253,6
"('party', 'strengthen')",250,6
"('party', 'provided')",230,6
"('party', 'encourage')",230,6
"('young', 'people')",221,6
"('private', 'sector')",210,6
"('services', 'party')",209,6
"('party', 'put')",209,6
"('education', 'party')",203,6
"('party', 'expand')",201,6
"('party', 'prevent')",200,6
"('sector', 'party')",198,6
"('party', 'improve')",196,6
"('party', 'encouraged')",194,6
"('party', 'prevented')",193,6
"('social', 'security')",189,6
"('party', 'reduce')",187,6
"('party', 'developed')",185,6
"('local', 'governments')",171,6
"('put', 'end')",163,6
"('party', 'taken')",157,6
"('party', 'end')",152,6
"('party', 'improved')",150,6
"('party', 'work')",150,6
"('within', 'framework')",148,6
"('party', 'supported')",146,6
"('public', 'sector')",145,6
"('party', 'given')",143,6
"('health', 'services')",143,6
"('policies', 'party')",143,6
"('party', 'give')",142,6
"('citizens', 'party')",138,6
"('party', 'introduce')",133,6
"('centers', 'party')",132,6
"('increase', 'number')",131,6
"('party', 'implemented')",131,6
"('party', 'eliminated')",127,6
"('taking', 'account')",127,6
"('resources', 'party')",125,6
"('party', 'enable')",121,6
"('party', 'allow')",121,6
"('policy', 'party')",121,6
"('party', 'eliminate')",120,6
"('public', 'institutions')",119,6
"('higher', 'education')",118,6
"('party', 'abolished')",117,6
"('party', 'prepare')",117,6
"('party', 'abolish')",115,6
"('program', 'party')",115,6
"('measures', 'party')",114,6
"('within', 'scope')",114,6
"('institutions', 'party')",114,6
"('party', 'bring')",113,6
"('people', 'party')",112,6
"('party', 'remove')",109,6
"('party', 'become')",106,6
"('party', 'reduced')",105,6
"('workers', 'party')",104,6
"('rights', 'party')",103,6
"('areas', 'party')",103,6
"('arrangements', 'party')",102,6
"('country', 'party')",100,6
"('minimum', 'wage')",98,6
"('government', 'party')",96,6
"('life', 'party')",95,6
"('law', 'party')",95,6
"('party', 'build')",94,6
"('public', 'services')",93,6
"('programs', 'party')",92,6
"('infrastructure', 'party')",90,6
"('party', 'complete')",90,6
"('production', 'party')",88,6
"('investments', 'party')",88,6
"('party', 'able')",88,6
"('party', 'prioritize')",88,6
"('family', 'insurance')",88,6
"('party', 'strengthened')",88,6
"('party', 'carry')",87,6
"('free', 'charge')",87,6
"('transportation', 'party')",87,6
"('party', 'include')",86,6
"('projects', 'party')",85,6
"('party', 'reorganize')",85,6
"('party', 'continue')",136,7
"('party', 'also')",97,7
"('northern', 'ireland')",93,7
"('party', 'party')",92,7
"('government', 'party')",76,7
"('party', 'make')",74,7
"('plaid', 'cymru')",72,7
"('die', 'linke')",56,7
"('snp', 'mps')",53,7
"('human', 'rights')",52,7
"('per', 'cent')",50,7
"('labour', 'party')",50,7
"('young', 'people')",49,7
"('mps', 'party')",49,7
"('party', 'ensure')",48,7
"('social', 'security')",46,7
"('federal', 'government')",45,7
"('united', 'states')",44,7
"('party', 'support')",42,7
"('european', 'union')",42,7
"('income', 'tax')",41,7
"('party', 'work')",39,7
"('billion', 'euros')",39,7
"('uk', 'government')",39,7
"('party', 'take')",38,7
"('cdu', 'csu')",38,7
"('party', 'create')",36,7
"('party', 'allow')",35,7
"('people', 'party')",35,7
"('party', 'give')",35,7
"('party', 'establish')",34,7
"('foreign', 'policy')",33,7
"('party', 'increase')",32,7
"('health', 'care')",31,7
"('four', 'years')",31,7
"('party', 'end')",30,7
"('party', 'introduce')",30,7
"('ukip', 'party')",30,7
"('minimum', 'wage')",29,7
"('soviet', 'union')",29,7
"('labour', 'government')",29,7
"('cymru', 'party')",29,7
"('party', 'build')",28,7
"('party', 'complete')",28,7
"('policy', 'party')",28,7
"('economic', 'growth')",28,7
"('free', 'democrats')",28,7
"('conservative', 'government')",28,7
"('party', 'become')",27,7
"('interest', 'rates')",26,7
"('party', 'provide')",26,7
"('party', 'must')",26,7
"('party', 'help')",26,7
"('party', 'put')",25,7
"('party', 'fight')",25,7
"('united', 'nations')",25,7
"('public', 'services')",25,7
"('eu', 'party')",25,7
"('party', 'abolish')",24,7
"('private', 'sector')",24,7
"('local', 'government')",24,7
"('also', 'want')",24,7
"('plaid', 'cymrus')",24,7
"('party', 'bring')",23,7
"('party', 'reduce')",23,7
"('put', 'end')",23,7
"('party', 'therefore')",23,7
"('armed', 'forces')",23,7
"('must', 'become')",23,7
"('must', 'also')",23,7
"('democratic', 'rally')",23,7
"('nuclear', 'power')",22,7
"('party', 'made')",21,7
"('higher', 'education')",21,7
"('party', 'europe')",21,7
"('public', 'sector')",21,7
"('two', 'years')",21,7
"('nuclear', 'weapons')",21,7
"('party', 'go')",20,7
"('system', 'party')",20,7
"('climate', 'change')",20,7
"('next', 'parliament')",20,7
"('three', 'years')",20,7
"('economic', 'policy')",20,7
"('tax', 'rate')",20,7
"('administration', 'party')",20,7
"('civil', 'servants')",19,7
"('party', 'restore')",19,7
"('law', 'party')",19,7
"('cymrus', 'answer')",19,7
"('president', 'bush')",19,7
"('party', 'protect')",18,7
"('party', 'problem')",18,7
"('party', 'needs')",18,7
"('prime', 'minister')",18,7
"('party', 'strengthen')",18,7
"('per', 'year')",18,7
"('create', 'new')",18,7
"('grand', 'coalition')",18,7
"('basic', 'law')",18,7
"('young', 'people')",223,8
"('american', 'people')",114,8
"('party', 'party')",107,8
"('many', 'people')",107,8
"('health', 'care')",103,8
"('social', 'security')",95,8
"('four', 'years')",86,8
"('people', 'party')",80,8
"('party', 'make')",78,8
"('want', 'make')",75,8
"('free', 'democrats')",75,8
"('british', 'people')",75,8
"('years', 'ago')",70,8
"('economic', 'growth')",69,8
"('federal', 'government')",69,8
"('public', 'services')",68,8
"('government', 'party')",65,8
"('people', 'want')",64,8
"('climate', 'change')",63,8
"('party', 'continue')",60,8
"('conservative', 'government')",60,8
"('die', 'linke')",59,8
"('middle', 'class')",58,8
"('make', 'sure')",57,8
"('must', 'also')",56,8
"('men', 'women')",56,8
"('united', 'states')",56,8
"('labour', 'government')",54,8
"('northern', 'ireland')",54,8
"('every', 'day')",53,8
"('every', 'child')",52,8
"('future', 'generations')",52,8
"('small', 'businesses')",52,8
"('old', 'age')",51,8
"('market', 'economy')",49,8
"('recent', 'years')",49,8
"('new', 'jobs')",48,8
"('welfare', 'state')",47,8
"('democrats', 'want')",47,8
"('per', 'cent')",47,8
"('human', 'rights')",46,8
"('common', 'good')",46,8
"('around', 'world')",46,8
"('million', 'people')",44,8
"('party', 'take')",44,8
"('people', 'work')",43,8
"('every', 'year')",43,8
"('want', 'strengthen')",43,8
"('labour', 'party')",43,8
"('party', 'work')",42,8
"('climate', 'protection')",42,8
"('also', 'want')",42,8
"('party', 'also')",42,8
"('foreign', 'policy')",41,8
"('education', 'system')",41,8
"('people', 'live')",41,8
"('first', 'time')",41,8
"('hard', 'work')",41,8
"('social', 'justice')",41,8
"('five', 'years')",41,8
"('millions', 'people')",40,8
"('tax', 'system')",40,8
"('civil', 'rights')",40,8
"('eight', 'years')",40,8
"('european', 'union')",39,8
"('working', 'people')",38,8
"('want', 'change')",37,8
"('21st', 'century')",37,8
"('interest', 'rates')",37,8
"('take', 'responsibility')",37,8
"('older', 'people')",37,8
"('party', 'ensure')",36,8
"('put', 'end')",36,8
"('must', 'able')",36,8
"('health', 'service')",36,8
"('party', 'always')",35,8
"('labor', 'market')",35,8
"('party', 'help')",35,8
"('everyday', 'life')",35,8
"('trade', 'unions')",34,8
"('party', 'put')",33,8
"('work', 'together')",33,8
"('work', 'hard')",33,8
"('good', 'work')",33,8
"('minimum', 'wage')",33,8
"('social', 'market')",33,8
"('democrats', 'believe')",33,8
"('rule', 'law')",32,8
"('hundreds', 'thousands')",32,8
"('private', 'sector')",32,8
"('three', 'years')",32,8
"('people', 'need')",32,8
"('last', 'year')",32,8
"('working', 'families')",32,8
"('women', 'men')",31,8
"('economic', 'crisis')",31,8
"('equal', 'rights')",31,8
"('better', 'future')",31,8
"('party', 'must')",31,8
"('every', 'american')",31,8
"('young', 'people')",411,9
"('human', 'rights')",302,9
"('health', 'care')",193,9
"('social', 'security')",177,9
"('quality', 'life')",171,9
"('must', 'also')",159,9
"('civil', 'society')",149,9
"('want', 'strengthen')",142,9
"('people', 'disabilities')",140,9
"('rule', 'law')",139,9
"('labor', 'market')",130,9
"('education', 'system')",121,9
"('market', 'economy')",120,9
"('free', 'democrats')",119,9
"('climate', 'change')",118,9
"('social', 'justice')",110,9
"('equal', 'opportunities')",107,9
"('climate', 'protection')",106,9
"('economic', 'growth')",103,9
"('also', 'want')",103,9
"('rural', 'areas')",102,9
"('party', 'continue')",98,9
"('children', 'young')",98,9
"('working', 'conditions')",94,9
"('want', 'promote')",92,9
"('public', 'sector')",90,9
"('long', 'term')",90,9
"('federal', 'government')",90,9
"('old', 'age')",89,9
"('public', 'services')",89,9
"('welfare', 'state')",83,9
"('social', 'market')",83,9
"('want', 'make')",83,9
"('future', 'generations')",81,9
"('economic', 'social')",81,9
"('framework', 'conditions')",81,9
"('fundamental', 'rights')",80,9
"('economic', 'development')",79,9
"('sustainable', 'development')",78,9
"('must', 'become')",78,9
"('basic', 'law')",78,9
"('women', 'men')",77,9
"('new', 'technologies')",74,9
"('raw', 'materials')",74,9
"('many', 'people')",72,9
"('social', 'cohesion')",71,9
"('private', 'sector')",71,9
"('must', 'able')",68,9
"('party', 'ensure')",67,9
"('civil', 'rights')",67,9
"('want', 'create')",66,9
"('data', 'protection')",65,9
"('therefore', 'want')",65,9
"('also', 'includes')",65,9
"('policy', 'must')",62,9
"('economic', 'policy')",62,9
"('foreign', 'policy')",61,9
"('recent', 'years')",61,9
"('higher', 'education')",61,9
"('social', 'economic')",60,9
"('public', 'transport')",60,9
"('social', 'life')",59,9
"('men', 'women')",59,9
"('party', 'party')",59,9
"('environmental', 'protection')",59,9
"('educational', 'institutions')",59,9
"('must', 'therefore')",59,9
"('everyday', 'life')",59,9
"('want', 'ensure')",59,9
"('trade', 'unions')",58,9
"('21st', 'century')",58,9
"('small', 'mediumsized')",58,9
"('working', 'life')",57,9
"('social', 'policy')",57,9
"('common', 'good')",57,9
"('federal', 'state')",57,9
"('die', 'linke')",57,9
"('equal', 'rights')",56,9
"('taken', 'account')",56,9
"('must', 'given')",56,9
"('older', 'people')",56,9
"('democrats', 'want')",56,9
"('public', 'administration')",55,9
"('people', 'need')",55,9
"('new', 'jobs')",55,9
"('living', 'conditions')",54,9
"('education', 'training')",54,9
"('natural', 'resources')",53,9
