2-gram,Frequency,Cluster
"('european', 'union')",117,5
"('old', 'age')",117,5
"('united', 'states')",117,5
"('democrats', 'want')",117,5
"('party', 'establish')",116,5
"('economic', 'policy')",115,5
"('policies', 'party')",114,5
"('party', 'reduced')",113,5
"('young', 'people')",113,5
"('tax', 'reform')",113,5
"('party', 'eliminated')",112,5
"('party', 'encourage')",112,5
"('renewable', 'energy')",112,5
"('put', 'end')",110,5
"('want', 'make')",110,5
"('party', 'help')",109,5
"('tax', 'burden')",108,5
"('party', 'prevented')",108,5
"('die', 'linke')",108,5
"('energy', 'efficiency')",104,5
"('recent', 'years')",103,5
"('developing', 'countries')",103,5
"('rural', 'areas')",102,5
"('working', 'conditions')",102,5
"('economic', 'development')",102,5
"('trade', 'unions')",101,5
"('raw', 'materials')",101,5
"('also', 'want')",101,5
"('party', 'implement')",99,5
"('welfare', 'state')",99,5
"('economy', 'party')",97,5
"('measures', 'party')",97,5
"('real', 'estate')",97,5
"('party', 'taken')",96,5
"('party', 'improve')",96,5
"('social', 'assistance')",96,5
"('services', 'party')",95,5
"('party', 'end')",95,5
"('financial', 'markets')",94,5
"('party', 'able')",94,5
"('labour', 'government')",94,5
"('party', 'provided')",92,5
"('environmentally', 'friendly')",92,5
"('party', 'use')",92,5
"('monetary', 'policy')",92,5
"('quality', 'life')",92,5
"('human', 'rights')",640,6
"('united', 'states')",425,6
"('party', 'party')",371,6
"('party', 'continue')",345,6
"('nuclear', 'weapons')",319,6
"('party', 'ensure')",314,6
"('foreign', 'policy')",275,6
"('european', 'union')",264,6
"('rule', 'law')",251,6
"('put', 'end')",216,6
"('party', 'make')",214,6
"('party', 'work')",210,6
"('party', 'also')",208,6
"('federal', 'government')",201,6
"('united', 'nations')",195,6
"('die', 'linke')",195,6
"('party', 'put')",181,6
"('law', 'enforcement')",177,6
"('young', 'people')",174,6
"('must', 'also')",174,6
"('party', 'allow')",172,6
"('fundamental', 'rights')",162,6
"('party', 'end')",160,6
"('government', 'party')",159,6
"('armed', 'forces')",152,6
"('international', 'law')",152,6
"('party', 'take')",151,6
"('civil', 'society')",145,6
"('national', 'security')",143,6
"('nuclear', 'power')",140,6
"('political', 'parties')",139,6
"('health', 'care')",137,6
"('within', 'framework')",136,6
"('soviet', 'union')",135,6
"('party', 'made')",133,6
"('party', 'must')",132,6
"('northern', 'ireland')",131,6
"('party', 'prevent')",130,6
"('social', 'security')",130,6
"('party', 'prevented')",129,6
"('free', 'democrats')",121,6
"('republic', 'party')",118,6
"('middle', 'east')",116,6
"('party', 'abolish')",112,6
"('basic', 'law')",112,6
"('party', 'abolished')",110,6
"('democrats', 'party')",108,6
"('climate', 'change')",107,6
"('data', 'protection')",106,6
"('administration', 'party')",104,6
"('public', 'services')",102,6
"('arms', 'control')",102,6
"('party', 'fight')",101,6
"('party', 'establish')",101,6
"('people', 'party')",100,6
"('american', 'people')",99,6
"('party', 'established')",98,6
"('public', 'sector')",98,6
"('uk', 'government')",97,6
"('economic', 'social')",96,6
"('system', 'party')",96,6
"('party', 'eliminated')",95,6
"('party', 'support')",95,6
"('civil', 'rights')",93,6
"('criminal', 'law')",92,6
"('member', 'states')",92,6
"('citizens', 'party')",91,6
"('public', 'officials')",91,6
"('party', 'introduce')",91,6
"('fight', 'terrorism')",91,6
"('party', 'problem')",91,6
"('law', 'party')",89,6
"('power', 'plants')",89,6
"('federal', 'state')",89,6
"('arms', 'exports')",87,6
"('pirate', 'party')",87,6
"('party', 'never')",86,6
"('party', 'remove')",85,6
"('policy', 'party')",85,6
"('party', 'seek')",85,6
"('president', 'party')",85,6
"('rights', 'freedoms')",83,6
"('security', 'council')",82,6
"('want', 'abolish')",82,6
"('party', 'protect')",80,6
"('local', 'government')",80,6
"('party', 'ensured')",79,6
"('mps', 'party')",79,6
"('party', 'strengthen')",78,6
"('snp', 'mps')",77,6
"('state', 'party')",76,6
"('public', 'administration')",75,6
"('rights', 'party')",74,6
"('health', 'insurance')",74,6
"('must', 'remain')",74,6
"('separation', 'powers')",73,6
"('labour', 'party')",73,6
"('violence', 'women')",72,6
"('party', 'allowed')",71,6
"('higher', 'education')",71,6
"('human', 'rights')",598,7
"('party', 'continue')",493,7
"('party', 'party')",433,7
"('foreign', 'policy')",403,7
"('party', 'ensure')",392,7
"('rule', 'law')",307,7
"('united', 'states')",298,7
"('civil', 'society')",232,7
"('rights', 'freedoms')",219,7
"('health', 'care')",207,7
"('middle', 'east')",204,7
"('european', 'union')",203,7
"('fundamental', 'rights')",201,7
"('party', 'work')",192,7
"('party', 'make')",192,7
"('social', 'security')",190,7
"('northern', 'ireland')",169,7
"('united', 'nations')",154,7
"('within', 'framework')",153,7
"('public', 'services')",140,7
"('armed', 'forces')",126,7
"('public', 'administration')",123,7
"('party', 'ensured')",122,7
"('party', 'support')",121,7
"('basic', 'law')",121,7
"('party', 'also')",119,7
"('civil', 'rights')",118,7
"('quality', 'life')",115,7
"('free', 'democrats')",115,7
"('policy', 'party')",112,7
"('peace', 'security')",110,7
"('economic', 'social')",110,7
"('equal', 'opportunities')",110,7
"('party', 'established')",105,7
"('social', 'justice')",105,7
"('equal', 'rights')",105,7
"('government', 'party')",105,7
"('nationalist', 'movement')",104,7
"('must', 'also')",104,7
"('party', 'take')",101,7
"('men', 'women')",101,7
"('turkish', 'nation')",101,7
"('federal', 'government')",101,7
"('country', 'party')",100,7
"('international', 'law')",99,7
"('young', 'people')",96,7
"('party', 'made')",93,7
"('republic', 'party')",92,7
"('movement', 'party')",92,7
"('puerto', 'rico')",92,7
"('sustainable', 'development')",91,7
"('party', 'believes')",90,7
"('people', 'party')",88,7
"('future', 'generations')",88,7
"('peace', 'stability')",88,7
"('cdu', 'csu')",85,7
"('public', 'sector')",84,7
"('administration', 'party')",84,7
"('national', 'security')",84,7
"('american', 'people')",83,7
"('system', 'party')",82,7
"('want', 'strengthen')",81,7
"('human', 'dignity')",80,7
"('rights', 'party')",80,7
"('women', 'men')",79,7
"('market', 'economy')",79,7
"('party', 'provide')",78,7
"('every', 'citizen')",78,7
"('people', 'disabilities')",77,7
"('citizens', 'party')",76,7
"('economic', 'development')",76,7
"('national', 'interests')",76,7
"('social', 'economic')",75,7
"('party', 'establish')",74,7
"('continue', 'support')",74,7
"('law', 'enforcement')",73,7
"('new', 'constitution')",72,7
"('around', 'world')",71,7
"('must', 'continue')",70,7
"('local', 'government')",69,7
"('party', 'always')",68,7
"('must', 'remain')",68,7
"('political', 'economic')",67,7
"('party', 'strengthen')",66,7
"('data', 'protection')",66,7
"('sexual', 'orientation')",65,7
"('party', 'create')",65,7
"('party', 'must')",65,7
"('law', 'party')",64,7
"('health', 'services')",64,7
"('environmental', 'protection')",64,7
"('private', 'sector')",64,7
"('party', 'protect')",63,7
"('natural', 'resources')",63,7
"('working', 'conditions')",62,7
"('public', 'service')",62,7
"('world', 'party')",62,7
"('high', 'quality')",61,7
"('social', 'life')",60,7
"('party', 'government')",60,7
