2-gram,Frequency,Cluster
"('long', 'term')",156,1
"('public', 'transport')",149,1
"('local', 'government')",148,1
"('party', 'made')",145,1
"('mediumsized', 'enterprises')",143,1
"('working', 'hours')",139,1
"('party', 'introduce')",137,1
"('climate', 'protection')",134,1
"('new', 'jobs')",125,1
"('within', 'framework')",124,1
"('tax', 'evasion')",124,1
"('party', 'take')",124,1
"('economic', 'social')",123,1
"('party', 'create')",123,1
"('policy', 'party')",123,1
"('sector', 'party')",122,1
"('party', 'give')",121,1
"('european', 'union')",120,1
"('market', 'economy')",119,1
"('democrats', 'want')",118,1
"('health', 'insurance')",117,1
"('tax', 'rates')",117,1
"('party', 'put')",116,1
"('party', 'established')",116,1
"('party', 'reduced')",115,1
"('policies', 'party')",115,1
"('united', 'states')",115,1
"('economic', 'policy')",115,1
"('party', 'eliminated')",114,1
"('party', 'encourage')",114,1
"('renewable', 'energy')",114,1
"('die', 'linke')",114,1
"('tax', 'reform')",113,1
"('old', 'age')",112,1
"('party', 'establish')",111,1
"('party', 'help')",110,1
"('young', 'people')",109,1
"('want', 'make')",109,1
"('party', 'prevented')",108,1
"('economic', 'development')",108,1
"('tax', 'burden')",107,1
"('energy', 'efficiency')",106,1
"('put', 'end')",105,1
"('recent', 'years')",104,1
"('also', 'want')",103,1
"('trade', 'unions')",102,1
"('raw', 'materials')",102,1
"('developing', 'countries')",102,1
"('rural', 'areas')",101,1
"('environmentally', 'friendly')",101,1
"('welfare', 'state')",101,1
"('economy', 'party')",99,1
"('working', 'conditions')",99,1
"('party', 'implement')",99,1
"('real', 'estate')",98,1
"('party', 'taken')",95,1
"('measures', 'party')",95,1
"('financial', 'markets')",94,1
"('labour', 'government')",94,1
"('party', 'improve')",93,1
"('social', 'assistance')",92,1
"('party', 'use')",91,1
"('monetary', 'policy')",91,1
"('quality', 'life')",91,1
"('party', 'able')",91,1
"('create', 'new')",90,1
"('collective', 'bargaining')",90,1
"('renewable', 'energies')",90,1
"('european', 'union')",372,2
"('party', 'ensure')",354,2
"('party', 'continue')",281,2
"('party', 'established')",255,2
"('within', 'framework')",237,2
"('human', 'rights')",231,2
"('party', 'party')",222,2
"('party', 'establish')",214,2
"('party', 'also')",205,2
"('local', 'government')",204,2
"('foreign', 'policy')",203,2
"('party', 'made')",180,2
"('northern', 'ireland')",175,2
"('party', 'ensured')",173,2
"('local', 'authorities')",172,2
"('federal', 'government')",164,2
"('climate', 'change')",163,2
"('member', 'states')",158,2
"('civil', 'society')",157,2
"('armed', 'forces')",154,2
"('party', 'work')",151,2
"('party', 'make')",150,2
"('public', 'administration')",139,2
"('system', 'party')",138,2
"('must', 'also')",134,2
"('higher', 'education')",131,2
"('local', 'governments')",126,2
"('public', 'sector')",125,2
"('taking', 'account')",124,2
"('united', 'nations')",121,2
"('government', 'party')",116,2
"('water', 'resources')",111,2
"('party', 'develop')",107,2
"('rural', 'areas')",107,2
"('public', 'services')",106,2
"('health', 'care')",104,2
"('party', 'create')",103,2
"('social', 'security')",103,2
"('private', 'sector')",102,2
"('party', 'take')",102,2
"('european', 'parliament')",102,2
"('want', 'strengthen')",100,2
"('party', 'strengthen')",97,2
"('cultural', 'heritage')",94,2
"('regional', 'development')",93,2
"('party', 'support')",92,2
"('renewable', 'energy')",91,2
"('economic', 'social')",89,2
"('party', 'implement')",89,2
"('policy', 'party')",88,2
"('rule', 'law')",87,2
"('take', 'account')",86,2
"('party', 'developed')",84,2
"('rural', 'development')",84,2
"('environmental', 'protection')",83,2
"('climate', 'protection')",83,2
"('security', 'policy')",82,2
"('information', 'system')",82,2
"('action', 'plan')",81,2
"('federal', 'state')",81,2
"('services', 'party')",80,2
"('sustainable', 'development')",80,2
"('political', 'parties')",79,2
"('european', 'level')",78,2
"('animal', 'welfare')",78,2
"('party', 'provide')",77,2
"('also', 'want')",77,2
"('black', 'sea')",76,2
"('public', 'institutions')",75,2
"('party', 'give')",74,2
"('institutional', 'framework')",72,2
"('party', 'given')",71,2
"('national', 'assembly')",70,2
"('republic', 'party')",70,2
"('order', 'ensure')",69,2
"('natural', 'resources')",69,2
"('party', 'set')",68,2
"('agricultural', 'products')",68,2
"('party', 'taken')",67,2
"('agricultural', 'policy')",67,2
"('uk', 'government')",67,2
"('party', 'prepare')",66,2
"('party', 'complete')",66,2
"('mps', 'party')",66,2
"('long', 'term')",65,2
"('public', 'procurement')",64,2
"('resources', 'party')",63,2
"('party', 'introduce')",63,2
"('public', 'transport')",63,2
"('data', 'protection')",63,2
"('snp', 'mps')",63,2
"('party', 'encouraged')",62,2
"('research', 'development')",62,2
"('party', 'seek')",62,2
"('agricultural', 'production')",61,2
"('nature', 'conservation')",61,2
"('within', 'scope')",61,2
"('energy', 'sources')",61,2
"('trade', 'unions')",60,2
"('areas', 'party')",60,2
"('party', 'continue')",692,3
"('party', 'ensure')",480,3
"('party', 'increase')",478,3
"('party', 'party')",373,3
"('private', 'sector')",350,3
"('party', 'make')",333,3
"('young', 'people')",316,3
"('party', 'support')",314,3
"('party', 'established')",293,3
"('party', 'also')",292,3
"('economic', 'growth')",283,3
"('quality', 'life')",267,3
"('party', 'increased')",266,3
"('party', 'ensured')",218,3
"('party', 'create')",212,3
"('party', 'provide')",210,3
"('research', 'development')",204,3
"('rural', 'areas')",199,3
"('economic', 'social')",198,3
"('party', 'strengthen')",198,3
"('higher', 'education')",194,3
"('small', 'mediumsized')",193,3
"('economic', 'development')",188,3
"('foreign', 'policy')",185,3
"('public', 'sector')",184,3
"('new', 'technologies')",182,3
"('added', 'value')",182,3
"('party', 'encouraged')",181,3
"('party', 'establish')",180,3
"('party', 'develop')",174,3
"('party', 'encourage')",173,3
"('within', 'framework')",171,3
"('science', 'technology')",166,3
"('renewable', 'energy')",166,3
"('sector', 'party')",165,3
"('party', 'made')",165,3
"('party', 'improve')",162,3
"('want', 'strengthen')",162,3
"('northern', 'ireland')",162,3
"('european', 'union')",161,3
"('party', 'developed')",160,3
"('public', 'services')",156,3
"('civil', 'society')",156,3
"('system', 'party')",152,3
"('new', 'jobs')",151,3
"('party', 'work')",151,3
"('labor', 'market')",149,3
"('mediumsized', 'enterprises')",148,3
"('sustainable', 'development')",145,3
"('social', 'security')",145,3
"('energy', 'efficiency')",144,3
"('local', 'governments')",142,3
"('party', 'expand')",141,3
"('human', 'resources')",133,3
"('party', 'become')",131,3
"('party', 'improved')",131,3
"('increase', 'number')",129,3
"('long', 'term')",129,3
"('public', 'transport')",128,3
"('information', 'society')",128,3
"('party', 'provided')",127,3
"('party', 'implement')",125,3
"('party', 'take')",125,3
"('create', 'new')",125,3
"('human', 'rights')",124,3
"('local', 'authorities')",123,3
"('coming', 'period')",123,3
"('high', 'valueadded')",122,3
"('united', 'states')",122,3
"('framework', 'conditions')",117,3
"('natural', 'gas')",116,3
"('regional', 'development')",116,3
"('high', 'quality')",116,3
"('country', 'party')",115,3
"('renewable', 'energies')",114,3
"('federal', 'government')",113,3
"('public', 'administration')",112,3
"('economy', 'party')",111,3
"('environmentally', 'friendly')",111,3
"('policies', 'party')",111,3
"('party', 'promote')",111,3
"('improve', 'quality')",111,3
"('market', 'economy')",109,3
"('services', 'party')",108,3
"('climate', 'change')",107,3
"('public', 'private')",107,3
"('party', 'supported')",107,3
"('party', 'given')",107,3
"('21st', 'century')",104,3
"('taking', 'account')",103,3
"('recent', 'years')",102,3
"('period', 'party')",101,3
"('must', 'also')",101,3
"('also', 'want')",100,3
"('infrastructure', 'party')",99,3
"('vocational', 'training')",99,3
"('want', 'expand')",97,3
"('local', 'government')",96,3
"('policy', 'party')",94,3
"('energy', 'sources')",94,3
"('human', 'rights')",640,4
"('united', 'states')",422,4
"('party', 'party')",370,4
"('party', 'continue')",344,4
"('nuclear', 'weapons')",319,4
"('party', 'ensure')",315,4
"('foreign', 'policy')",269,4
"('european', 'union')",262,4
"('rule', 'law')",251,4
"('party', 'work')",216,4
"('put', 'end')",216,4
"('party', 'make')",212,4
"('party', 'also')",209,4
"('federal', 'government')",198,4
"('united', 'nations')",193,4
"('die', 'linke')",193,4
"('party', 'put')",181,4
"('law', 'enforcement')",177,4
"('must', 'also')",173,4
"('young', 'people')",172,4
"('party', 'allow')",167,4
"('government', 'party')",161,4
"('fundamental', 'rights')",160,4
"('party', 'end')",160,4
"('party', 'take')",152,4
"('armed', 'forces')",151,4
"('international', 'law')",150,4
"('national', 'security')",144,4
"('nuclear', 'power')",144,4
"('civil', 'society')",141,4
"('political', 'parties')",138,4
"('northern', 'ireland')",136,4
"('party', 'made')",135,4
"('health', 'care')",133,4
"('social', 'security')",133,4
"('party', 'must')",133,4
"('within', 'framework')",132,4
"('soviet', 'union')",132,4
"('party', 'prevented')",128,4
"('party', 'prevent')",128,4
"('free', 'democrats')",122,4
"('republic', 'party')",118,4
"('middle', 'east')",114,4
"('party', 'abolish')",110,4
"('climate', 'change')",109,4
"('basic', 'law')",109,4
"('party', 'abolished')",108,4
"('democrats', 'party')",108,4
"('administration', 'party')",103,4
"('data', 'protection')",102,4
"('arms', 'control')",102,4
"('party', 'fight')",101,4
"('people', 'party')",100,4
"('public', 'services')",100,4
"('uk', 'government')",100,4
"('american', 'people')",100,4
"('system', 'party')",98,4
"('public', 'sector')",97,4
"('party', 'establish')",97,4
"('economic', 'social')",95,4
"('party', 'support')",95,4
"('party', 'established')",94,4
"('party', 'eliminated')",93,4
"('party', 'problem')",93,4
"('member', 'states')",93,4
"('civil', 'rights')",93,4
"('criminal', 'law')",92,4
"('public', 'officials')",90,4
"('party', 'introduce')",90,4
"('fight', 'terrorism')",90,4
"('law', 'party')",89,4
"('power', 'plants')",88,4
"('federal', 'state')",88,4
"('party', 'never')",87,4
"('arms', 'exports')",87,4
"('pirate', 'party')",87,4
"('party', 'seek')",86,4
"('citizens', 'party')",86,4
"('president', 'party')",86,4
"('party', 'remove')",85,4
"('policy', 'party')",85,4
"('rights', 'freedoms')",84,4
"('mps', 'party')",83,4
"('security', 'council')",82,4
"('want', 'abolish')",82,4
"('snp', 'mps')",82,4
"('local', 'government')",80,4
"('party', 'ensured')",78,4
"('party', 'protect')",78,4
"('party', 'strengthen')",77,4
"('state', 'party')",74,4
"('separation', 'powers')",73,4
"('labour', 'party')",73,4
"('higher', 'education')",72,4
"('violence', 'women')",72,4
"('must', 'remain')",72,4
"('party', 'allowed')",71,4
"('around', 'world')",71,4
"('health', 'insurance')",71,4
"('rights', 'party')",70,4
"('young', 'people')",1229,5
"('party', 'ensure')",597,5
"('health', 'care')",567,5
"('party', 'continue')",410,5
"('people', 'disabilities')",363,5
"('party', 'provide')",312,5
"('education', 'party')",311,5
"('party', 'also')",296,5
"('higher', 'education')",296,5
"('health', 'services')",276,5
"('mental', 'health')",274,5
"('social', 'security')",267,5
"('party', 'make')",261,5
"('education', 'system')",241,5
"('children', 'young')",215,5
"('education', 'training')",207,5
"('vocational', 'training')",206,5
"('party', 'increase')",204,5
"('party', 'provided')",190,5
"('disabled', 'people')",190,5
"('every', 'child')",187,5
"('party', 'support')",187,5
"('local', 'authorities')",187,5
"('party', 'establish')",183,5
"('health', 'insurance')",182,5
"('secondary', 'education')",178,5
"('services', 'party')",171,5
"('must', 'also')",167,5
"('party', 'work')",165,5
"('care', 'services')",160,5
"('equal', 'opportunities')",160,5
"('schools', 'party')",155,5
"('daycare', 'centers')",155,5
"('party', 'encourage')",147,5
"('continuing', 'education')",145,5
"('party', 'create')",143,5
"('party', 'give')",137,5
"('party', 'improve')",131,5
"('party', 'made')",131,5
"('rural', 'areas')",130,5
"('party', 'expand')",130,5
"('party', 'party')",128,5
"('need', 'care')",128,5
"('people', 'party')",128,5
"('free', 'charge')",126,5
"('party', 'develop')",126,5
"('labor', 'market')",125,5
"('party', 'take')",124,5
"('working', 'conditions')",124,5
"('social', 'services')",121,5
"('system', 'party')",120,5
"('people', 'need')",115,5
"('private', 'sector')",113,5
"('party', 'help')",113,5
"('party', 'ensured')",111,5
"('party', 'established')",110,5
"('children', 'party')",110,5
"('party', 'implement')",107,5
"('vocational', 'education')",107,5
"('quality', 'education')",106,5
"('women', 'men')",102,5
"('federal', 'government')",102,5
"('want', 'strengthen')",102,5
"('social', 'life')",100,5
"('early', 'childhood')",100,5
"('lifelong', 'learning')",99,5
"('within', 'framework')",97,5
"('make', 'sure')",97,5
"('high', 'school')",96,5
"('preschool', 'education')",96,5
"('also', 'want')",96,5
"('care', 'system')",95,5
"('older', 'people')",94,5
"('old', 'age')",94,5
"('education', 'children')",93,5
"('educational', 'institutions')",93,5
"('party', 'introduce')",93,5
"('children', 'need')",93,5
"('medical', 'care')",93,5
"('care', 'party')",92,5
"('life', 'party')",89,5
"('longterm', 'care')",89,5
"('public', 'sector')",88,5
"('high', 'schools')",87,5
"('public', 'private')",85,5
"('social', 'support')",84,5
"('health', 'education')",84,5
"('working', 'hours')",83,5
"('make', 'easier')",83,5
"('educational', 'opportunities')",82,5
"('men', 'women')",81,5
"('teacher', 'training')",81,5
"('improve', 'quality')",80,5
"('working', 'life')",79,5
"('women', 'party')",78,5
"('public', 'services')",78,5
"('free', 'democrats')",78,5
"('local', 'governments')",77,5
"('centers', 'party')",77,5
"('financial', 'support')",77,5
"('human', 'rights')",615,6
"('party', 'continue')",484,6
"('party', 'party')",439,6
"('foreign', 'policy')",415,6
"('party', 'ensure')",385,6
"('rule', 'law')",320,6
"('united', 'states')",307,6
"('civil', 'society')",242,6
"('rights', 'freedoms')",222,6
"('european', 'union')",216,6
"('middle', 'east')",209,6
"('fundamental', 'rights')",208,6
"('health', 'care')",193,6
"('party', 'work')",192,6
"('party', 'make')",189,6
"('social', 'security')",174,6
"('northern', 'ireland')",170,6
"('united', 'nations')",161,6
"('within', 'framework')",156,6
"('public', 'services')",137,6
"('armed', 'forces')",128,6
"('civil', 'rights')",126,6
"('public', 'administration')",125,6
"('basic', 'law')",124,6
"('party', 'also')",122,6
"('party', 'support')",120,6
"('free', 'democrats')",118,6
"('social', 'justice')",116,6
"('must', 'also')",116,6
"('quality', 'life')",114,6
"('party', 'ensured')",113,6
"('policy', 'party')",111,6
"('peace', 'security')",110,6
"('economic', 'social')",110,6
"('government', 'party')",109,6
"('equal', 'opportunities')",108,6
"('turkish', 'nation')",108,6
"('federal', 'government')",108,6
"('nationalist', 'movement')",107,6
"('international', 'law')",106,6
"('equal', 'rights')",104,6
"('party', 'take')",102,6
"('country', 'party')",101,6
"('party', 'established')",98,6
"('men', 'women')",98,6
"('party', 'believes')",95,6
"('movement', 'party')",95,6
"('republic', 'party')",93,6
"('future', 'generations')",92,6
"('puerto', 'rico')",92,6
"('young', 'people')",91,6
"('sustainable', 'development')",91,6
"('party', 'made')",89,6
"('people', 'party')",88,6
"('national', 'security')",87,6
"('administration', 'party')",86,6
"('peace', 'stability')",85,6
"('cdu', 'csu')",85,6
"('rights', 'party')",82,6
"('market', 'economy')",82,6
"('american', 'people')",82,6
"('want', 'strengthen')",81,6
"('human', 'dignity')",80,6
"('new', 'constitution')",80,6
"('public', 'sector')",79,6
"('economic', 'development')",79,6
"('party', 'establish')",78,6
"('system', 'party')",77,6
"('every', 'citizen')",77,6
"('women', 'men')",76,6
"('citizens', 'party')",76,6
"('social', 'economic')",75,6
"('national', 'interests')",75,6
"('law', 'enforcement')",74,6
"('party', 'strengthen')",73,6
"('around', 'world')",72,6
"('must', 'continue')",72,6
"('continue', 'support')",71,6
"('party', 'provide')",70,6
"('political', 'economic')",70,6
"('data', 'protection')",70,6
"('party', 'always')",69,6
"('party', 'must')",69,6
"('must', 'remain')",69,6
"('party', 'create')",68,6
"('law', 'party')",66,6
"('people', 'disabilities')",66,6
"('party', 'protect')",65,6
"('sexual', 'orientation')",64,6
"('environmental', 'protection')",64,6
"('natural', 'resources')",64,6
"('local', 'government')",64,6
"('private', 'sector')",63,6
"('welfare', 'state')",62,6
"('public', 'service')",62,6
"('working', 'conditions')",61,6
"('world', 'party')",61,6
"('party', 'government')",59,6
"('social', 'peace')",59,6
"('social', 'life')",58,6
"('per', 'cent')",584,7
"('young', 'people')",371,7
"('party', 'increase')",341,7
"('per', 'year')",336,7
"('party', 'continue')",297,7
"('social', 'security')",287,7
"('billion', 'tl')",274,7
"('four', 'years')",266,7
"('minimum', 'wage')",265,7
"('party', 'provide')",254,7
"('five', 'years')",251,7
"('party', 'also')",247,7
"('party', 'ensure')",245,7
"('first', 'time')",242,7
"('every', 'year')",234,7
"('income', 'tax')",227,7
"('billion', 'euros')",224,7
"('billion', 'dollars')",202,7
"('party', 'party')",193,7
"('higher', 'education')",189,7
"('public', 'sector')",186,7
"('within', 'scope')",186,7
"('two', 'years')",183,7
"('health', 'care')",181,7
"('party', 'make')",179,7
"('three', 'years')",177,7
"('years', 'party')",170,7
"('million', 'people')",169,7
"('new', 'jobs')",167,7
"('increased', 'number')",166,7
"('million', 'tl')",161,7
"('private', 'sector')",156,7
"('party', 'increased')",153,7
"('tax', 'rate')",137,7
"('1', 'billion')",136,7
"('federal', 'government')",133,7
"('euros', 'per')",125,7
"('disabled', 'people')",124,7
"('percent', '2002')",123,7
"('government', 'party')",122,7
"('small', 'businesses')",121,7
"('1', 'million')",112,7
"('billion', 'year')",111,7
"('per', 'week')",110,7
"('per', 'month')",107,7
"('party', 'create')",107,7
"('recent', 'years')",107,7
"('party', 'support')",105,7
"('increase', 'number')",104,7
"('5', 'years')",104,7
"('ten', 'years')",104,7
"('last', 'year')",104,7
"('united', 'states')",104,7
"('health', 'insurance')",103,7
"('50', 'percent')",103,7
"('public', 'services')",101,7
"('national', 'income')",100,7
"('real', 'terms')",100,7
"('economic', 'growth')",100,7
"('european', 'union')",99,7
"('party', 'introduce')",98,7
"('next', 'parliament')",98,7
"('year', 'party')",97,7
"('party', 'receive')",95,7
"('mental', 'health')",95,7
"('interest', 'rates')",94,7
"('tax', 'rates')",94,7
"('drinking', 'water')",94,7
"('years', 'ago')",94,7
"('million', 'euros')",94,7
"('party', 'give')",93,7
"('people', 'party')",92,7
"('labour', 'party')",92,7
"('party', 'take')",91,7
"('2002', 'increased')",91,7
"('party', 'reduce')",89,7
"('per', 'capita')",89,7
"('2', 'billion')",89,7
"('local', 'authorities')",89,7
"('one', 'million')",87,7
"('natural', 'gas')",86,7
"('party', 'establish')",85,7
"('northern', 'ireland')",84,7
"('usd', 'billion')",83,7
"('small', 'mediumsized')",83,7
"('labour', 'government')",83,7
"('party', 'able')",82,7
"('20', 'years')",82,7
"('within', 'framework')",80,7
"('party', 'provided')",79,7
"('armed', 'forces')",79,7
"('party', 'help')",79,7
"('thousand', 'people')",78,7
"('climate', 'change')",78,7
"('health', 'services')",77,7
"('rural', 'areas')",76,7
"('health', 'service')",75,7
"('social', 'assistance')",74,7
"('party', 'reach')",74,7
"('across', 'country')",74,7
